인허가일자,영업상태명,폐업일자,소재지전체주소,사업장명,업태구분명,시설총규모
2003-04-22,영업/정상,,경기도 성남시 중원구 금광동 680 (1층),푸라닭 성남금광점,호프/통닭,36.05
2003-05-29,영업/정상,,"경기도 성남시 수정구 신흥동 34번지 수정빌딩, 1층 일부호",교촌치킨,통닭(치킨),86.91
1998-09-14,영업/정상,,경기도 성남시 분당구 구미동 205-1 오성프라자101호,자담치킨(구미점),호프/통닭,41.47
2003-12-19,영업/정상,,경기도 남양주시 진접읍 장현리 633번지,페리카나(장현점),패스트푸드,31.5
2005-10-12,영업/정상,,"경기도 부천시 원미구 역곡동 220 ,미도상가 1층9호",네네치킨(역곡점),호프/통닭,28.43
2003-11-07,영업/정상,,경기도 남양주시 오남읍 오남리 205-19번지 1층2호,교촌치킨 오남점,호프/통닭,39.6
2018-07-18,영업/정상,,경기도 안성시 옥산동 560 시티프라디움 상가2동 117호,푸라닭 안성아양점,호프/통닭,50.7
2009-08-26,영업/정상,,경기도 군포시 산본동 1132-2 군포명동상가 1층 101호,교촌치킨산본역점,식육(숯불구이),152.67
2016-10-13,영업/정상,,경기도 안성시 죽산면 죽산리 119-1 0호,페리카나 죽산점,한식,75.56
2002-08-30,영업/정상,,경기도 성남시 중원구 상대원동 2025 1층 일부호,교촌치킨 상대원1호점,호프/통닭,57.01
2011-05-24,영업/정상,,경기도 동두천시 지행동 694 예일복합타워 114호,교촌치킨 송내점,호프/통닭,104.15
1990-12-19,영업/정상,,경기도 안산시 단원구 선부동 1078-4 주공아파트,페리카나 군자점,분식,17.0
2013-05-16,영업/정상,,경기도 동두천시 지행동 732-1 101호,60계치킨 동두천점,한식,87.52
1997-10-31,영업/정상,,경기도 안산시 상록구 본오동 1126 1층,페리카나치킨(본오점),통닭(치킨),34.0
2003-06-30,영업/정상,,경기도 남양주시 화도읍 창현리 749 신명아파트 상가동 106호,네네치킨(창현점),통닭(치킨),22.0
2016-06-13,영업/정상,,경기도 시흥시 정왕동 1737-1 201~203 201-3호,맘스터치49 로데오점,호프/통닭,128.04
2002-10-29,영업/정상,,경기도 성남시 분당구 서현동 333-1 1층 일부(101호),교촌치킨분당효자점,통닭(치킨),75.7
2002-09-18,영업/정상,,경기도 남양주시 화도읍 창현리 732-8,굽네치킨 창현점,통닭(치킨),92.38
2005-06-21,영업/정상,,경기도 안산시 상록구 본오동 815-2,네네치킨 본오1호점,통닭(치킨),35.64
2016-08-08,영업/정상,,경기도 시흥시 정왕동 1772-21,네네치킨배곧점,호프/통닭,45.2
2011-04-19,영업/정상,,경기도 동두천시 지행동 275-18,굽네치킨불현점,호프/통닭,34.88
2003-05-21,영업/정상,,경기도 성남시 수정구 수진동 4660번지 산호아파트상가 1층 108호,자담치킨,호프/통닭,28.8
2008-03-07,영업/정상,,경기도 시흥시 장곡동 822-4,맘스터치연성점,한식,33.33
2011-09-22,영업/정상,,경기도 광주시 곤지암읍 삼리 405-14,굽네치킨(곤지암점),호프/통닭,49.5
2003-06-04,영업/정상,,경기도 성남시 분당구 구미동 112-2 상가동 108호,페리카나,통닭(치킨),29.92
2002-07-03,영업/정상,,경기도 성남시 분당구 서현동 306-3 1층,맘스터치 분당서현점,패스트푸드,118.5
2001-08-29,영업/정상,,경기도 동두천시 생연동 369-7,네네치킨,통닭(치킨),35.01
2000-03-20,영업/정상,,경기도 고양시 일산동구 백석동 1281-6,노랑통닭백석점,경양식,70.38
2016-07-08,영업/정상,,경기도 시흥시 정왕동 2477-4번지 골든프라자,굽네치킨배곧신도시1호점,호프/통닭,43.7
2007-04-17,영업/정상,,경기도 성남시 중원구 성남동 2501번지 (1층),네네치킨(성남점),호프/통닭,20.48
2007-03-29,영업/정상,,경기도 성남시 분당구 야탑동 294-7번지 1층 일부,네네치킨,통닭(치킨),29.96
2007-08-22,영업/정상,,경기도 시흥시 정왕동 2017-4,맘스터치(오이도점),기타,57.44
2007-01-12,영업/정상,,경기도 시흥시 정왕동 1884-7,맘스터치시화신도시점,통닭(치킨),32.0
2005-03-24,영업/정상,,"경기도 안산시 단원구 초지동 726번지 포커스프라자 103, 104호",네네치킨 초지점,한식,47.79
2005-03-17,영업/정상,,경기도 가평군 청평면 청평리 319-59번지,맘스터치치킨햄버거청평점,패스트푸드,55.39
2006-09-18,영업/정상,,"경기도 군포시 산본동 1060 산본타운 203,204,205호",교촌치킨 산본사거리점,호프/통닭,117.62
2008-11-26,영업/정상,,경기도 군포시 산본동 1091-1 목련아파트상가동 1층 101호,굽네치킨(광정점),호프/통닭,37.2
2008-11-13,영업/정상,,경기도 안산시 상록구 본오동 818 1층일부,본오2동점굽네치킨,호프/통닭,72.02
2003-08-26,영업/정상,,경기도 안산시 단원구 원곡동 754-6번지 1층,교촌치킨원곡1호점,통닭(치킨),29.45
2011-08-25,영업/정상,,경기도 성남시 분당구 정자동 117 한솔마을주공6단지아파트 나상가동 1층 104호,굽네치킨 정자마을점,호프/통닭,32.78
2008-12-29,영업/정상,,경기도 남양주시 오남읍 오남리 496-1 외1필지,푸라닭(남양주오남점),호프/통닭,137.0
2003-03-29,영업/정상,,경기도 안산시 단원구 고잔동 540-7 109~112호,교촌치킨중앙점,한식,170.27
2011-10-11,영업/정상,,경기도 성남시 중원구 은행동 701 (1층),굽네치킨,호프/통닭,24.3
2010-05-17,영업/정상,,경기도 광명시 철산동 637 철산푸르지오하늘채종합상가동 지하1층 B144호,네네치킨철산역점,호프/통닭,25.92
2005-03-03,영업/정상,,경기도 안산시 상록구 월피동 461-8 1층 일부,네네치킨엔봉구스밥버거(월피점),통닭(치킨),40.0
2018-07-27,영업/정상,,경기도 고양시 덕양구 행신동 708-3번지 1층일부(104호),교촌치킨(행신역점),호프/통닭,90.8
2008-09-25,영업/정상,,경기도 고양시 일산서구 대화동 2173-3 1층일부,굽네치킨 대화점,통닭(치킨),35.64
2008-12-11,영업/정상,,경기도 고양시 일산동구 정발산동 1119-2 1층 일부호,굽네치킨(정발산점),통닭(치킨),47.6
1999-03-25,영업/정상,,경기도 고양시 일산동구 백석동 1344번지 흰돌마을 근린상가동 105호,흰돌페리카나치킨,통닭(치킨),17.4
2011-01-20,영업/정상,,경기도 고양시 일산동구 마두동 753-1번지 1층(일부),맘스터치(마두백마점),호프/통닭,119.0
2009-01-30,영업/정상,,경기도 남양주시 수동면 입석리 332-10번지,네네치킨수동점,통닭(치킨),66.0
2008-10-20,영업/정상,,경기도 안산시 상록구 사동 1321-10 1층,노랑통닭 안산사동점,정종/대포집/소주방,86.85
2009-03-31,영업/정상,,경기도 안산시 단원구 원곡동 763-5 102호,원곡본동점 굽네치킨,통닭(치킨),33.0
2016-05-03,영업/정상,,"경기도 광명시 소하동 1273 금호어울림아파트 상가동 103,4호",60계치킨광명소하점,호프/통닭,16.06
2001-10-19,영업/정상,,경기도 동두천시 생연동 551-34,네네치킨중앙점,통닭(치킨),28.5
2018-06-25,영업/정상,,경기도 구리시 교문동 216-4번지 1층,맘스터치 구리한대병원점,호프/통닭,71.66
2003-06-30,영업/정상,,경기도 안산시 단원구 와동 819-15 1층,맘스터치치킨,호프/통닭,33.77
2015-12-30,영업/정상,,경기도 안산시 단원구 고잔동 672-6 103호,맘스터치 고잔점,경양식,40.87
2002-10-29,영업/정상,,경기도 안산시 상록구 본오동 879-10 101호,교촌치킨(본오1호점),통닭(치킨),134.36
2016-07-20,영업/정상,,경기도 광명시 소하동 1339-1 아이플렉스 1층 104호,맘스터치광명소하점,기타,64.48
2015-12-21,영업/정상,,경기도 안산시 상록구 일동 574-5 1층일부,네네치킨(일동점),호프/통닭,44.29
2014-12-15,영업/정상,,경기도 고양시 덕양구 행신동 757-1 남정씨티프라자 1층 104호,맘스터치,통닭(치킨),49.6
2013-08-14,영업/정상,,경기도 남양주시 진접읍 장현리 648-1 1층,맘스터치 남양주장현점,기타,81.0
2006-10-17,영업/정상,,"경기도 광명시 하안동 200-2 ,107호",네네치킨(하안점),호프/통닭,22.2
2016-02-01,영업/정상,,"경기도 안산시 단원구 원곡동 846-3 반월종합상가 A동 17~18,21~22호",맘스터치 원곡점,패밀리레스트랑,92.84
2014-01-16,영업/정상,,"경기도 안산시 단원구 초지동 732번지 로얄프라자 109,110호",맘스터치,호프/통닭,75.6
2014-02-05,영업/정상,,"경기도 안산시 상록구 본오동 872-6 101,102호",노랑통닭,호프/통닭,49.14
2014-11-06,영업/정상,,경기도 고양시 덕양구 도내동 1025,맘스터치원흥지구점,기타,70.12
2004-04-26,영업/정상,,경기도 안산시 상록구 월피동 446-2 주공@종합상가1층 107호,페리카나,통닭(치킨),25.0
2015-09-24,영업/정상,,경기도 광주시 곤지암읍 곤지암리 433-2,푸라닭 광주곤지암점,호프/통닭,80.16
2002-07-02,영업/정상,,경기도 고양시 일산서구 주엽동 115-2 효림빌딩 102호,굽네치킨(주엽2동점),한식,61.34
2000-03-17,영업/정상,,경기도 안산시 상록구 사동 1172 1층,교촌치킨(사1동점),통닭(치킨),150.0
1999-12-28,영업/정상,,경기도 안산시 상록구 사동 1186-8번지,페리카나(한대역점),통닭(치킨),28.16
2015-01-07,영업/정상,,경기도 광주시 곤지암읍 곤지암리 430-9 1층,맘스터치,패스트푸드,198.72
2004-06-14,영업/정상,,경기도 안산시 단원구 고잔동 612 문화연립상가동 110호,페리카나,식육(숯불구이),31.68
2014-10-10,영업/정상,,경기도 광주시 경안동 154-1,교촌치킨광주1호점,호프/통닭,63.73
2008-07-16,영업/정상,,경기도 고양시 일산동구 풍동 1222번지 일산 풍동5차 성원상떼빌상가동 104호,굽네치킨(풍동점),통닭(치킨),30.42
2015-01-27,영업/정상,,경기도 고양시 덕양구 고양동 226번지 1층 일부,맘스터치,통닭(치킨),46.0
2015-02-02,영업/정상,,"경기도 고양시 덕양구 신원동 626-1번지 1층(일부) (105,106호)",교촌치킨 삼송점,통닭(치킨),152.0
2004-03-03,영업/정상,,경기도 안산시 상록구 부곡동 670-2 외 1필지 1층 102호,교촌치킨(부곡점),통닭(치킨),89.5
2014-03-04,영업/정상,,경기도 성남시 중원구 성남동 2161 1층,맘스터치 수진역점,기타,90.0
2015-11-20,영업/정상,,경기도 김포시 구래동 6889-11 1층 101호,굽네치킨구래1호점,호프/통닭,75.9
2010-10-06,영업/정상,,경기도 과천시 원문동 4 래미안 슈르,굽네치킨(과천1호점),통닭(치킨),27.58
2007-08-01,영업/정상,,경기도 안산시 단원구 와동 759-3번지 1층,네네치킨,통닭(치킨),32.98
2013-07-19,영업/정상,,경기도 남양주시 별내동 1084-5,맘스터치 별내1점,통닭(치킨),123.63
1995-11-09,영업/정상,,경기도 안산시 상록구 월피동 442-26번지,교촌치킨월피점,통닭(치킨),71.04
2014-06-19,영업/정상,,경기도 남양주시 와부읍 덕소리 141-24번지 1층,60계치킨 남양주덕소점,호프/통닭,84.0
2017-09-15,영업/정상,,경기도 광명시 광명동 158-1053 1층,자담치킨광명사거리점,호프/통닭,40.32
2005-10-20,영업/정상,,경기도 안산시 단원구 고잔동 733-1 1층(104호),페리카나,한식,28.7
1995-02-16,영업/정상,,경기도 안산시 상록구 성포동 592-2 안산현대1차아파트 상가동 112동 104호,굽네치킨,통닭(치킨),23.06
2014-08-26,영업/정상,,"경기도 남양주시 호평동 622 호평 두산위브파크 117-1,118-1호",맘스터치,패스트푸드,91.0
2016-12-06,영업/정상,,경기도 김포시 사우동 980,노랑통닭 김포사우점,호프/통닭,66.69
2005-10-05,영업/정상,,경기도 안산시 단원구 고잔동 741-1 1층,네네치킨신도시점,통닭(치킨),48.3
2001-11-29,영업/정상,,경기도 남양주시 진건읍 사능리 353-4번지,교촌치킨진건점,한식,41.04
2012-03-23,영업/정상,,경기도 성남시 수정구 수진동 1510번지 1층,네네치킨,통닭(치킨),21.09
2014-04-11,영업/정상,,경기도 광주시 오포읍 신현리 371-4,교촌치킨(신현점),호프/통닭,43.16
1997-07-22,영업/정상,,경기도 남양주시 화도읍 묵현리 478-5번지,페리카나천마체인점,기타,49.0
2016-09-07,영업/정상,,경기도 김포시 구래동 6883-1 골든타임 111호,교촌치킨구래점,호프/통닭,119.2
2015-09-23,영업/정상,,경기도 김포시 풍무동 405-4번지 2층 가동,맘스터치풍무점,분식,86.0
2003-05-28,영업/정상,,경기도 안산시 상록구 건건동 632-4번지,페리카나(반월점),통닭(치킨),33.12
2012-06-25,영업/정상,,경기도 광명시 소하동 1382-5번지,소하2동점굽네치킨,기타,49.54
2016-05-23,영업/정상,,"경기도 김포시 고촌읍 신곡리 532-70번지 정다운 가 106,107",맘스터치 고촌점,호프/통닭,111.79
2011-02-25,영업/정상,,경기도 성남시 중원구 성남동 3249 (1층),교촌치킨 모란역점,일식,145.54
2013-12-09,영업/정상,,경기도 광주시 태전동 261-14 103호,교촌치킨(태전점),호프/통닭,52.0
2016-11-09,영업/정상,,경기도 광주시 오포읍 양벌리 290-3 1층,교촌치킨 양벌점,호프/통닭,54.02
2004-02-11,영업/정상,,경기도 안성시 당왕동 438-6,교촌치킨1호점,통닭(치킨),110.76
2013-08-28,영업/정상,,경기도 남양주시 화도읍 묵현리 466-1,네네치킨(천마산역점),통닭(치킨),31.2
2008-10-28,영업/정상,,경기도 과천시 별양동 1-14 과천오피스텔,네네치킨,호프/통닭,28.8
2015-10-26,영업/정상,,경기도 성남시 중원구 금광동 2706 1층,교촌치킨 금광1호점,호프/통닭,63.0
2009-09-01,영업/정상,,"경기도 광명시 소하동 1324 휴먼시아 나상가 101, 102, 103호",소하1동점굽네치킨,통닭(치킨),58.8
2014-08-13,영업/정상,,경기도 남양주시 진접읍 금곡리 375번지,맘스터치 경복대점,기타,94.23
2014-02-27,영업/정상,,경기도 광주시 역동 55-8,페리카나(광주점),호프/통닭,33.0
2018-07-06,영업/정상,,경기도 광주시 송정동 592-1 1층,페리카나,호프/통닭,42.24
1998-01-05,영업/정상,,경기도 남양주시 화도읍 묵현리 147-3 삼신푸른솔아파트 상가동 2층 210호,페리카나치킨(마석점),통닭(치킨),35.3
2001-10-30,영업/정상,,경기도 남양주시 오남읍 오남리 605번지,네네치킨오남점,패스트푸드,41.4
2017-08-30,영업/정상,,경기도 광주시 장지동 56-7,자담치킨 경기광주역점,호프/통닭,73.94
1985-03-23,영업/정상,,"경기도 과천시 중앙동 40-11번지 현대빌딩102,103호",맘스터치,기타,83.27
2004-02-18,영업/정상,,경기도 가평군 청평면 청평리 452-5번지,교촌치킨,통닭(치킨),30.56
2002-11-14,영업/정상,,경기도 안산시 상록구 부곡동 685-11 안산제2종합시장1층 1003호,페리카나(종합시장점),통닭(치킨),34.83
2015-01-29,영업/정상,,"경기도 가평군 가평읍 읍내리 380-32번지 , 1층",맘스터치치킨,통닭(치킨),67.73
2006-10-16,영업/정상,,경기도 안성시 공도읍 만정리 796-2번지 1층 우호,네네치킨 앤 봉구스밥버거,통닭(치킨),31.95
2004-02-05,영업/정상,,경기도 가평군 가평읍 대곡리 168-5번지 1층,교촌치킨(가평점),통닭(치킨),115.32
2016-03-17,영업/정상,,경기도 성남시 수정구 창곡동 546번지 1층102호,굽네치킨 위례1호점,호프/통닭,39.1
2008-10-06,영업/정상,,경기도 성남시 수정구 산성동 2171번지 1층,네네치킨 산성점,통닭(치킨),23.56
2000-09-07,영업/정상,,"경기도 가평군 청평면 청평리 357-19 외 1필지, 1층",푸라닭가평청평점,호프/통닭,33.48
1997-05-02,영업/정상,,경기도 안산시 상록구 이동 612-17 1층 102호,페리카나치킨,통닭(치킨),29.52
2007-06-15,영업/정상,,경기도 가평군 북면 목동리 901-10번지,네네치킨피자,통닭(치킨),62.18
2012-09-20,영업/정상,,경기도 가평군 조종면 현리 259-7 1층,교촌치킨(현리점),통닭(치킨),66.68
2004-01-16,영업/정상,,경기도 안성시 인지동 390-35 1층 우측호,교촌치킨안성2호점,호프/통닭,74.69
2003-06-09,영업/정상,,경기도 안성시 당왕동 547-2,자담치킨 안성1점,한식,53.1
2001-05-08,영업/정상,,경기도 안성시 금광면 신양복리 139-2번지 홍익아파트상가107호,페리카나,통닭(치킨),26.0
2008-05-20,영업/정상,,경기도 성남시 분당구 구미동 57-5 1층,굽네치킨 미금점,호프/통닭,74.48
2012-08-20,영업/정상,,경기도 성남시 분당구 정자동 42-5 1층일부 102호,굽네치킨정자1동점,호프/통닭,33.44
2015-12-23,영업/정상,,경기도 김포시 장기동 2029-9 109호,맘스터치 라베니체점,경양식,50.0
2000-04-10,영업/정상,,경기도 고양시 일산서구 탄현동 1562-5 103호,교촌치킨,통닭(치킨),82.6
2005-12-28,영업/정상,,경기도 가평군 조종면 현리 409-1번지 외2필지,네네치킨(현리점),통닭(치킨),32.0
2005-03-08,영업/정상,,경기도 가평군 가평읍 금대리 84-1 외 1필지(85-4),가평카페 커피쓰루 굽네치킨 가평글램핑점,호프/통닭,107.32
2005-03-05,영업/정상,,경기도 가평군 가평읍 읍내리 672-4 A동 1층,네네치킨(가평점),통닭(치킨),36.0
2005-02-19,영업/정상,,경기도 가평군 청평면 청평리 432-41번지,네네치킨(청평점),통닭(치킨),29.04
2015-01-28,영업/정상,,경기도 가평군 조종면 현리 272-8 1층,페리카나 현리점,통닭(치킨),20.46
2003-12-03,영업/정상,,경기도 가평군 가평읍 대곡리 171 1층,굽네치킨 (가평점),통닭(치킨),39.0
2015-03-24,영업/정상,,경기도 김포시 장기동 1948-5번지,노랑통닭 장기점,통닭(치킨),59.1
2017-05-01,영업/정상,,경기도 안산시 상록구 사동 1202-6 1층 일부,푸라닭 안산사동점,호프/통닭,24.82
2015-03-24,영업/정상,,경기도 김포시 운양동 1297-9 운양프라자 108호,맘스터치 운양점,패스트푸드,48.11
2014-06-02,영업/정상,,"경기도 고양시 일산동구 백석동 1228-2 남정골드프라자 111호,112호,",맘스터치 일산백석점,경양식,112.0
2006-04-20,영업/정상,,경기도 고양시 일산동구 백석동 1414-15 (1층전체),교촌치킨(호수점),호프/통닭,87.39
2017-07-19,영업/정상,,경기도 안산시 단원구 선부동 1119-10번지 1층 일부,푸라닭 안산선부점,호프/통닭,22.72
2017-09-07,영업/정상,,경기도 안산시 상록구 본오동 886-8번지 1층 일부,네네치킨2호점,호프/통닭,31.85
2004-09-30,영업/정상,,경기도 광주시 삼동 281-18,페리카나,호프/통닭,32.76
2009-07-22,영업/정상,,경기도 시흥시 능곡동 782 신안인스빌상가101호,맘스터치능곡점,통닭(치킨),21.0
2016-08-25,영업/정상,,경기도 남양주시 별내동 846-7번지,교촌치킨 별내2호점,호프/통닭,76.8
2016-07-01,영업/정상,,경기도 안산시 단원구 와동 720-13,교촌치킨고잔2호,호프/통닭,98.36
2017-11-09,영업/정상,,경기도 안산시 단원구 고잔동 704-2 두성타워 110호,푸라닭 안산고잔점,호프/통닭,48.0
2014-02-11,영업/정상,,경기도 고양시 덕양구 동산동 355-1 1층 일부(102호),굽네치킨삼송1호점,호프/통닭,41.85
2016-07-25,영업/정상,,경기도 안산시 상록구 본오동 879-2 동서빌딩 지상101나호 일부,맘스터치(본오점),경양식,73.95
1996-04-19,영업/정상,,경기도 광명시 광명동 158-306 1층,페리카나치킨,호프/통닭,46.5
2008-08-12,영업/정상,,"경기도 고양시 일산서구 가좌동 392-22 오성프라자 101,102호",굽네치킨일산가좌점,호프/통닭,82.5
2005-06-20,영업/정상,,경기도 광주시 초월읍 도평리 214 외1필지,페리카나치킨(도평점),호프/통닭,74.0
2017-12-07,영업/정상,,경기도 성남시 분당구 정자동 117-2 한솔마을 상가 1층 104호,자담치킨분당정자점,호프/통닭,16.64
2004-12-02,영업/정상,,경기도 광주시 곤지암읍 삼리 106-21,노랑통닭 곤지암삼리점,호프/통닭,77.81
2005-05-26,영업/정상,,경기도 광주시 중대동 16-80 외1필지,맘스터치 태전점,경양식,106.4
2010-07-15,영업/정상,,경기도 고양시 덕양구 성사동 494-2 풍산빌딩 104호,네네치킨,통닭(치킨),24.85
2016-06-27,영업/정상,,경기도 안산시 상록구 월피동 486-10번지 1층 일부,굽네치킨월피점,호프/통닭,53.19
2001-05-15,영업/정상,,경기도 성남시 분당구 정자동 17-5번지 시그마타워 1층일부호,교촌치킨정자점,통닭(치킨),196.52
2014-05-29,영업/정상,,경기도 고양시 덕양구 화정동 885-7,60계치킨 고양화정점,호프/통닭,69.57
2012-05-14,영업/정상,,경기도 남양주시 와부읍 덕소리 191-4번지,네네치킨,통닭(치킨),29.6
2011-10-07,영업/정상,,경기도 남양주시 평내동 582-6번지 (1층),네네치킨 평내점,통닭(치킨),40.0
2010-11-04,영업/정상,,경기도 남양주시 화도읍 마석우리 441-1번지 외2필지 동보플라자 1층 일부,네네치킨 마석점,통닭(치킨),50.47
2014-10-31,영업/정상,,경기도 고양시 일산서구 대화동 2004-4 1층일부,자담치킨,호프/통닭,38.5
2010-12-15,영업/정상,,경기도 김포시 사우동 213-8 1층 104호,네네치킨 김포1점,통닭(치킨),45.39
2009-03-11,영업/정상,,경기도 시흥시 월곶동 994-1 주영(프)101호,굽네치킨시흥월곶점,통닭(치킨),38.27
2009-03-09,영업/정상,,경기도 시흥시 능곡동 753 신성(프)107호,굽네치킨시흥능곡점,통닭(치킨),31.49
2009-12-11,영업/정상,,경기도 시흥시 정왕동 1593-2 사랑의교회,교촌치킨 정왕 1호점,호프/통닭,90.0
2016-05-27,영업/정상,,경기도 남양주시 다산동 4298-8,자담치킨,호프/통닭,66.0
2010-11-11,영업/정상,,경기도 남양주시 진접읍 금곡리 1041-1 1층 전부,교촌치킨 진접지구점,통닭(치킨),172.2
2010-08-11,영업/정상,,경기도 남양주시 평내동 588-6,굽네치킨 평내점,호프/통닭,40.0
2017-02-01,영업/정상,,경기도 성남시 수정구 신흥동 5501 1층 일부호,맘스터치 성남신흥점,기타,88.9
2002-04-25,영업/정상,,경기도 고양시 일산서구 대화동 2127-1 번지 대진프라자 (1층 일부),푸라닭 일산대화점,한식,69.71
2010-03-26,영업/정상,,경기도 고양시 덕양구 화정동 1148-1 예일프라자,화정2동점 굽네치킨,호프/통닭,110.47
2017-02-09,영업/정상,,"경기도 성남시 수정구 창곡동 509-2번지 우성트램타워 A동 121,122호",노랑통닭,호프/통닭,92.4
1995-08-11,영업/정상,,경기도 광명시 소하동 1236-7번지,페리카나치킨(기아점),패스트푸드,25.9
2014-08-08,영업/정상,,경기도 고양시 일산동구 마두동 792-1,굽네치킨 마두점,호프/통닭,36.09
2017-07-26,영업/정상,,경기도 군포시 당정동 2-3 신일IT유토지식산업센터 S-102호,교촌치킨호계3호점,호프/통닭,61.9
2002-09-30,영업/정상,,경기도 시흥시 장곡동 823-5번지,교촌치킨장곡점,한식,85.8
2002-09-06,영업/정상,,경기도 시흥시 거모동 1757-1 군자프라자,교촌치킨(거모점),식육(숯불구이),48.38
2010-04-29,영업/정상,,경기도 남양주시 퇴계원읍 퇴계원리 44-28 주1 1층일부,네네치킨 퇴계원점,통닭(치킨),34.81
2016-09-20,영업/정상,,경기도 남양주시 별내동 1006-2 진영N타워 111호,페리카나 별내점,호프/통닭,36.54
2012-11-12,영업/정상,,경기도 남양주시 평내동 579-3번지 엠투프라자 118.119호,(주)맘스터치 평내점,패스트푸드,81.8
2017-04-20,영업/정상,,경기도 성남시 수정구 수진동 3379 수진현대아파트 101동 104호,굽네치킨(수진점),호프/통닭,30.31
2008-12-11,영업/정상,,경기도 시흥시 정왕동 1875-2 미주아파트(상가동),"정왕3,4동점굽네치킨",통닭(치킨),38.08
2016-09-01,영업/정상,,인천광역시 미추홀구 용현동 604-107 인천SK Sky VIEW 근린생활시설 C동 107호,푸라닭 인천용현1호점,호프/통닭,38.0
2008-09-10,영업/정상,,인천광역시 서구 가좌동 11번지 402동 101호,굽네치킨,호프/통닭,80.14
2006-11-10,영업/정상,,인천광역시 미추홀구 주안동 880-14번지 1층,네네치킨,통닭(치킨),39.3
2016-07-15,영업/정상,,인천광역시 서구 청라동 142-4,페리카나 청라점,호프/통닭,37.99
2017-01-26,영업/정상,,인천광역시 연수구 송도동 207-3 아이에프이제트입주기업근로자기숙사 A동 106호,60계치킨 송도점,호프/통닭,43.9
2013-05-24,영업/정상,,인천광역시 서구 검암동 508-1 장은프라자 104호,검암지구점굽네치킨,통닭(치킨),41.42
2010-02-08,영업/정상,,인천광역시 서구 검암동 626-2 태건프라자 105호,교촌치킨 검암점,호프/통닭,41.73
2015-03-11,영업/정상,,인천광역시 미추홀구 숭의동 4-27,네네치킨숭의점,통닭(치킨),54.48
2009-07-02,영업/정상,,인천광역시 연수구 송도동 3-6 아크리아1 118호,노랑통닭 송도점,정종/대포집/소주방,60.84
1998-08-29,영업/정상,,인천광역시 부평구 청천동 180-4 대우프라자 116호 1층,노랑통닭 청천점,호프/통닭,57.05
2007-01-11,영업/정상,,인천광역시 미추홀구 문학동 337-2번지,페리카나문학점,통닭(치킨),39.51
2015-02-25,영업/정상,,인천광역시 미추홀구 주안동 1327-12,맘스터치 주안신기점,호프/통닭,70.0
2015-07-29,영업/정상,,인천광역시 남동구 구월동 1398번지 1층일부,맘스터치관교점,기타,44.58
2014-05-13,영업/정상,,인천광역시 서구 마전동 1021-2번지 정우프라자 103호,맘스터치,통닭(치킨),82.56
2011-06-08,영업/정상,,인천광역시 남동구 만수동 885-15 (구월로 355) 102호,푸라닭인천만수1호점,호프/통닭,45.51
2007-12-21,영업/정상,,인천광역시 서구 당하동 1028-8번지 시월빌딩 101호,자담치킨 원당점,통닭(치킨),65.6
2011-11-21,영업/정상,,인천광역시 부평구 부평동 889-8 1층 일부,교촌치킨(부평2호점),통닭(치킨),99.35
2014-12-11,영업/정상,,인천광역시 연수구 동춘동 933-6 지상1층,맘스터치 연수동춘점,패스트푸드,53.26
2004-05-03,영업/정상,,인천광역시 남동구 논현동 559-2번지 1층일부,네네치킨논현점,통닭(치킨),44.77
2013-01-08,영업/정상,,인천광역시 미추홀구 주안동 32-1,자담치킨 인천주안점,호프/통닭,45.0
2014-08-06,영업/정상,,인천광역시 연수구 연수동 609-5 지상1층,자담치킨 연수점,한식,26.92
1999-06-22,영업/정상,,인천광역시 미추홀구 용현동 558-32번지,교촌치킨,한식,71.64
2003-11-05,영업/정상,,인천광역시 남동구 간석동 453-12 1층일부,네네치킨(간석점),호프/통닭,23.57
2000-10-14,영업/정상,,인천광역시 부평구 부평동 524-12,굽네치킨부평역점,호프/통닭,20.79
2001-06-13,영업/정상,,인천광역시 부평구 청천동 259-15,교촌치킨 산곡2호점,한식,104.22
2011-11-23,영업/정상,,인천광역시 미추홀구 용현동 2-9번지,용현1호 굽네치킨,통닭(치킨),57.8
2010-01-15,영업/정상,,인천광역시 서구 가정동 515-1번지 1층,굽네치킨(신현원창점),한식,80.34
1999-01-30,영업/정상,,인천광역시 미추홀구 주안동 551-26번지,페리카나치킨,기타,24.53
1997-04-08,영업/정상,,"인천광역시 미추홀구 숭의동 46-7번지 ,48",푸라닭(인천숭의점),기타,52.63
1997-04-01,영업/정상,,인천광역시 미추홀구 학익동 661-5,자담치킨 인천학익점,통닭(치킨),29.52
2008-04-30,영업/정상,,인천광역시 서구 석남동 581번지,굽네치킨,통닭(치킨),37.44
2008-04-28,영업/정상,,인천광역시 서구 마전동 1054-6번지 103호,굽네치킨당하점,통닭(치킨),46.99
1997-12-26,영업/정상,,인천광역시 부평구 부개동 496-11 부개주공 아파트상가 101호 일부호,페리카나,통닭(치킨),26.01
2012-09-24,영업/정상,,인천광역시 미추홀구 학익동 697-6,맘스터치 학익점,분식,107.77
1999-12-21,영업/정상,,인천광역시 미추홀구 용현동 39-25,자담치킨 인하대점,한식,22.5
2003-12-05,영업/정상,,인천광역시 미추홀구 용현동 630-45번지,교촌치킨 용현5동점,호프/통닭,108.9
2007-06-26,영업/정상,,인천광역시 미추홀구 용현동 577-60번지,굽네치킨용현2호점,통닭(치킨),30.55
