인허가일자,영업상태명,폐업일자,소재지전체주소,사업장명,업태구분명,시설총규모
2009-01-21,폐업,2017-06-27,강원특별자치도 원주시 가현동 90-1,"굽네치킨(태장,우산점)",통닭(치킨),24.43
2003-12-17,폐업,2013-10-10,강원특별자치도 춘천시 석사동 310-5 (1층),교촌치킨(교대점),통닭(치킨),61.48
2007-11-29,폐업,2008-12-12,강원특별자치도 원주시 봉산동 1099-18 동부타운상가1층 102호,맘스터치(원주동부점),기타,48.36
2009-01-06,폐업,2016-12-29,강원특별자치도 원주시 문막읍 동화리 1534-1,굽네치킨(문막점),호프/통닭,64.21
2007-05-29,폐업,2021-06-25,강원특별자치도 원주시 단계동 832-3,굽네치킨(단계점),통닭(치킨),26.4
2007-02-07,폐업,2010-01-11,강원특별자치도 원주시 문막읍 건등리 1709-1,굽네치킨(문막점),한식,49.97
2013-03-07,폐업,2017-07-18,강원특별자치도 원주시 단계동 872-3 1층,맘스터치(단계점),호프/통닭,53.98
2008-12-26,폐업,2018-07-19,강원특별자치도 원주시 문막읍 동화리 1534 (지하1층),페리카나건등,통닭(치킨),64.19
2007-04-24,폐업,2023-12-01,강원특별자치도 춘천시 온의동 541-3 (1층),굽네치킨온의퇴계점,통닭(치킨),21.6
1985-11-21,폐업,2020-07-10,강원특별자치도 원주시 학성동 430-22,페리카나치킨역전점,호프/통닭,44.16
2006-01-19,폐업,2011-12-27,강원특별자치도 원주시 단구동 1589-1 현대2차@ 상가 102호,맘스터치,통닭(치킨),25.48
2001-11-28,폐업,2010-10-11,강원특별자치도 원주시 명륜동 520,교촌치킨(명륜1호점),기타,29.32
2001-11-08,폐업,2020-06-05,강원특별자치도 원주시 태장동 1366-2 1층,네네치킨(태장점),통닭(치킨),43.7
2004-11-23,폐업,2020-07-29,강원특별자치도 원주시 명륜동 90-9,자담치킨원주남부시장점,호프/통닭,35.02
2003-11-24,폐업,2016-03-31,강원특별자치도 원주시 단구동 575-14,네네치킨단구점,통닭(치킨),29.96
2001-01-12,폐업,2012-02-28,강원특별자치도 원주시 단계동 812-5,교촌치킨(단계점),기타,21.07
1990-08-14,폐업,2020-07-10,강원특별자치도 춘천시 효자동 315-10,페리카나석사점,호프/통닭,28.52
2010-11-17,폐업,2017-12-29,강원특별자치도 홍천군 서면 팔봉리 998-5,페리카나(팔봉점),통닭(치킨),62.4
2004-11-02,폐업,2009-03-12,강원특별자치도 홍천군 홍천읍 신장대리 8-130 외3필지,맘스터치치킨,통닭(치킨),13.2
1989-09-06,폐업,2010-04-26,강원특별자치도 원주시 우산동 231-1,우산 페리카나,호프/통닭,29.52
1996-10-28,폐업,2017-10-19,강원특별자치도 원주시 단계동 839-1,푸라닭단계무실점,호프/통닭,47.46
1992-11-13,폐업,2001-01-26,강원특별자치도 홍천군 서석면 풍암리 427,페리카나 양념통닭,한식,19.18
1990-01-25,폐업,2021-04-07,강원특별자치도 춘천시 후평동 847-2,페리카나현대분점,통닭(치킨),30.33
1986-07-26,폐업,2008-03-31,강원특별자치도 홍천군 홍천읍 신장대리 72-4,페리카나홍천분점,기타,66.23
1988-05-19,폐업,2021-03-17,강원특별자치도 춘천시 요선동 18-2,요선페리카나,통닭(치킨),54.28
2022-04-08,폐업,2022-11-30,강원특별자치도 홍천군 홍천읍 갈마곡리 43-20,푸라닭 강원홍천점,호프/통닭,82.53
1990-01-23,폐업,2009-11-17,강원특별자치도 춘천시 소양로2가 177-20,호반페리카나,기타,23.45
2009-02-03,폐업,2017-08-28,강원특별자치도 홍천군 홍천읍 희망리 329-12,맘스터치홍천점,통닭(치킨),80.1
1999-04-20,폐업,2010-12-31,강원특별자치도 원주시 일산동 326-12,굽네치킨,한식,34.18
1988-09-19,폐업,2001-09-12,강원특별자치도 원주시 중앙동 22-3,페리카나자유상가분점,한식,46.06
2002-05-03,폐업,2020-11-16,강원특별자치도 원주시 관설동 1701-4,교촌치킨단구점,통닭(치킨),45.95
2006-10-04,폐업,2007-10-10,강원특별자치도 원주시 봉산동 1099-18 동부타운 상가동 102호,맘스터치동부점,통닭(치킨),44.85
2006-10-04,폐업,2013-04-09,강원특별자치도 원주시 원동 275-3,맘스터치중부점,통닭(치킨),26.32
1990-02-20,폐업,2013-04-04,강원특별자치도 원주시 명륜동 168-2,페리카나원동분점,통닭(치킨),29.38
2002-01-29,폐업,2019-12-20,강원특별자치도 원주시 우산동 226-10,교촌치킨우산점,통닭(치킨),29.92
1992-02-25,폐업,2019-11-27,강원특별자치도 원주시 학성동 1113-2,페리카나(단계점),호프/통닭,51.33
2002-05-21,폐업,2011-11-30,강원특별자치도 춘천시 칠전동 1 대우2차A 상가102호,페리카나칠전점,한식,32.85
1989-08-10,폐업,2010-10-18,강원특별자치도 원주시 일산동 154-77,일산페리카나(을),기타,19.99
2011-10-04,폐업,2023-08-02,강원특별자치도 춘천시 칠전동 529-1 대우1차상가 203호,네네치킨피자칠전송암점,통닭(치킨),37.19
2016-03-23,폐업,2018-11-01,"강원특별자치도 원주시 개운동 451-4 외 3필지, 한신프라자 113호",네네치킨(개운단구점),호프/통닭,35.7
2015-06-22,폐업,2020-05-07,"강원특별자치도 원주시 반곡동 1802 벽산블루밍아파트상가동 105호,106호",네네치킨 반곡봉산점,기타,39.9
1998-07-25,폐업,2013-08-23,강원특별자치도 원주시 호저면 만종리 609-12,만종페리카나,기타,26.5
2010-08-24,폐업,2017-08-21,강원특별자치도 삼척시 도계읍 도계리 373-1 외1필지,네네치킨도계점,통닭(치킨),33.6
1997-12-10,폐업,2009-07-28,강원특별자치도 원주시 태장동 1374-1,맘스터치태장점,기타,25.65
1992-06-29,폐업,2008-12-22,강원특별자치도 원주시 문막읍 건등리 203-0,페리카나건등체인,한식,26.09
2016-11-17,폐업,2018-03-29,강원특별자치도 원주시 반곡동 1910-1 101호,자담치킨(혁신도시점),호프/통닭,54.95
2009-08-31,폐업,2015-06-05,강원특별자치도 춘천시 후평동 822-1,맘스터치(후평점),통닭(치킨),39.77
2016-11-24,폐업,2023-06-19,강원특별자치도 원주시 단계동 1119-3,60계치킨 원주단계점,한식,54.21
2012-02-20,폐업,2020-10-29,강원특별자치도 춘천시 동면 장학리 804-1 (1층),맘스터치장학만천점,패스트푸드,43.86
1995-03-13,폐업,2012-06-12,강원특별자치도 춘천시 후평동 686-3,페리카나9호체인,기타,20.3
2015-11-05,폐업,2019-12-30,"강원특별자치도 원주시 무실동 1868-1 지상1층, 세영리첼 2차 아파트 상가동 101호",자담치킨,호프/통닭,42.9
2005-04-01,폐업,2011-07-12,강원특별자치도 춘천시 석사동 663-3,굽네치킨,호프/통닭,66.33
1987-09-30,폐업,2012-11-28,강원특별자치도 삼척시 남양동 55-55 7통5반,페리카나치킨남양점(체인),통닭(치킨),35.64
2010-07-22,폐업,2019-07-26,강원특별자치도 삼척시 교동 742 C프라자 115호,자담치킨삼척점,한식,62.25
2007-11-22,폐업,2012-06-13,강원특별자치도 춘천시 근화동 291-20,네네치킨근화온의점,통닭(치킨),48.59
2004-09-09,폐업,2020-09-10,강원특별자치도 춘천시 석사동 748-14,네네치킨(석사점),통닭(치킨),91.1
2019-06-18,폐업,2021-12-06,부산광역시 북구 구포동 391-9,페리카나 구포점,호프/통닭,28.9
2019-05-23,폐업,2020-05-13,서울특별시 마포구 창전동 442번지 서강한화오벨리스크,굽네치킨(서강점),기타,56.1
2019-04-30,폐업,2021-04-22,서울특별시 영등포구 여의도동 84-4 [천],굽네치킨이마트24여의도3호점,호프/통닭,70.0
2019-06-05,폐업,2023-08-10,충청남도 천안시 서북구 불당동 1491,자담치킨불당점,경양식,46.25
2019-06-14,폐업,2019-07-12,경기도 하남시 망월동 1098-3번지,교촌치킨 미사역점,호프/통닭,91.2
2019-06-10,폐업,2023-12-04,인천광역시 서구 마전동 1000-10 두영프라자,노랑통닭마전역점,호프/통닭,75.76
2019-05-30,폐업,2019-06-17,서울특별시 서초구 양재동 232번지 AT센터 1층,굽네치킨 개포4동점,한식,36.0
2019-05-30,폐업,2021-04-07,서울특별시 영등포구 신길동 3902,노랑통닭신풍점,호프/통닭,57.75
2019-04-25,폐업,2019-10-25,경상북도 봉화군 봉화읍 내성리 231번지 구시장,페리카나양념통닭,호프/통닭,10.0
2019-05-29,폐업,2023-06-12,충청북도 음성군 감곡면 왕장리 451-1,네네치킨 감곡점,호프/통닭,24.0
2019-05-17,폐업,2020-12-02,경기도 고양시 일산서구 탄현동 1503-1 1층일부,자담치킨 탄현점,호프/통닭,35.0
2019-04-12,폐업,2019-04-15,서울특별시 마포구 공덕동 473번지 KPX빌딩,맘스터치,기타,102.37
2019-05-24,폐업,2024-01-24,경기도 평택시 신장동 320-37 1층,노랑통닭 평택국제시장점,호프/통닭,78.26
2019-03-04,폐업,2022-05-31,서울특별시 성동구 금호동4가 235 서울숲2차푸르지오,노랑통닭 금호점,호프/통닭,61.44
2020-08-03,폐업,2021-12-07,서울특별시 강동구 명일동 248-7,자담치킨 명일점,호프/통닭,20.63
2019-03-07,폐업,2022-10-04,서울특별시 은평구 진관동 66 제지1층 제비108호,노랑통닭,호프/통닭,49.4
2019-02-26,폐업,2022-05-03,경기도 평택시 신장동 298-19 2층,맘스터치오산공군기지점,기타,82.19
1989-10-30,폐업,2012-07-10,서울특별시 송파구 문정동 28-24번지,페리카나치킨,분식,21.12
1994-05-27,폐업,2016-06-01,서울특별시 송파구 거여동 546-0번지,페리카나치킨,통닭(치킨),21.7
2001-04-03,폐업,2013-04-01,서울특별시 서대문구 홍제동 94번지,페리카나치킨,한식,33.0
2009-02-25,폐업,2013-05-03,서울특별시 성동구 성수동2가 560-1번지 지상1층(뚝도시장1길 23),성수2호점굽네치킨,통닭(치킨),29.62
1980-12-17,폐업,2021-04-15,서울특별시 종로구 관철동 18-3,자담치킨 종로1,한식,96.41
2003-09-05,폐업,2020-12-08,서울특별시 영등포구 문래동3가 83-3 대동오피스텔상가 105호,맘스터치영등포문래점,통닭(치킨),43.12
1993-05-06,폐업,2020-11-05,서울특별시 양천구 신정동 1022-5 1층,교촌치킨 신정1호점,통닭(치킨),66.0
1989-10-13,폐업,2017-12-27,서울특별시 성북구 삼선동2가 172번지,페리카나치킨,통닭(치킨),38.54
1994-07-13,폐업,2008-07-09,"서울특별시 서대문구 홍제동 103-3번지 ,6",페리카나,분식,29.44
1992-02-22,폐업,2011-11-24,서울특별시 서초구 방배동 463-13번지 1층 일부,페리카나치킨,통닭(치킨),27.0
1991-02-23,폐업,2018-05-03,서울특별시 서초구 반포동 535-29번지,페리카나치킨,통닭(치킨),25.68
1996-02-26,폐업,2019-12-30,서울특별시 성동구 성수동2가 501-5번지,페리카나치킨,통닭(치킨),23.36
1996-12-16,폐업,2009-06-03,서울특별시 용산구 청파동3가 24-4번지 (지상1층),페리카나치킨숙대점,분식,15.83
2013-03-29,폐업,2019-02-20,서울특별시 서대문구 홍제동 217-1번지,페리카나 홍제동점,한식,31.03
1992-04-24,폐업,2008-01-23,서울특별시 서대문구 홍은동 9-56번지,페리카나호프,분식,18.56
1984-06-28,폐업,2011-11-14,서울특별시 송파구 풍납동 392-13번지,페리카나치킨,분식,15.4
1994-03-25,폐업,2023-10-31,서울특별시 송파구 문정동 150 훼미리상가(1) 지상1층 125호,페리카나치킨체인점,한식,25.2
1997-01-04,폐업,2008-05-30,서울특별시 서대문구 창천동 9-19번지,교촌치킨신촌점,정종/대포집/소주방,160.58
1995-11-09,폐업,1997-02-13,서울특별시 종로구 누상동 52-0번지,페리카나,경양식,21.73
2005-09-29,폐업,2023-06-07,서울특별시 중구 신당동 355-8 외4필지(지상1층),자담치킨 서울약수점,기타,86.0
1990-05-26,폐업,1994-09-28,서울특별시 용산구 이촌동 300-3번지,페리카나동부이촌점,분식,11.79
2009-11-26,폐업,2018-05-09,"서울특별시 용산구 남영동 65-5번지 지상1,2층",굽네치킨,호프/통닭,48.4
1977-09-08,폐업,2023-01-27,서울특별시 서초구 방배동 837-3,방배4동점 굽네치킨,통닭(치킨),23.8
2001-09-21,폐업,2020-03-24,서울특별시 서초구 서초동 1579-5번지 102호,교촌치킨 서초3호점,호프/통닭,86.0
1999-07-20,폐업,2021-12-02,서울특별시 양천구 신월동 492-22 1층,네네치킨,통닭(치킨),28.92
2009-09-23,폐업,2018-05-08,서울특별시 은평구 불광동 105-102번지 1층 우측호,굽네치킨 불광2동점,통닭(치킨),22.27
1990-11-13,폐업,2008-08-18,서울특별시 서대문구 남가좌동 155-14번지,페리카나치킨,분식,24.5
2001-11-01,폐업,2009-12-07,서울특별시 서대문구 연희동 86-2번지,페리카나치킨,정종/대포집/소주방,24.06
1990-05-03,폐업,2012-05-23,서울특별시 서초구 양재동 391-18번지,페리카나치킨,통닭(치킨),21.18
2005-09-15,폐업,2015-06-29,"서울특별시 중구 신당동 217-105번지 (지상1,2층)",교촌치킨 동대문1호점,통닭(치킨),63.94
1988-03-22,폐업,2018-10-18,서울특별시 영등포구 문래동5가 14번지 두래(아) 상가동 108호,페리카나치킨,한식,18.36
1994-02-05,폐업,2010-06-08,서울특별시 성동구 마장동 772-3번지,페리카나마장동체인점,한식,23.5
1999-05-06,폐업,2017-12-26,서울특별시 성북구 길음동 877-137번지 삼부아파트상가 105동 115호,맘스터치,통닭(치킨),19.67
1998-01-14,폐업,2010-04-23,서울특별시 종로구 숭인동 81-14번지,페리카나,분식,19.5
1993-02-24,폐업,2000-08-08,서울특별시 영등포구 여의도동 53-0번지 우정빌딩 1층동 113호,여의도페리카나치킨,분식,30.66
1995-04-27,폐업,2015-01-30,서울특별시 송파구 방이동 119-0번지,페리카나치킨방이2체인점,한식,24.32
1995-08-02,폐업,2023-06-21,"서울특별시 성동구 행당동 298-80 ,81",네네치킨 행당점,통닭(치킨),25.74
1990-05-07,폐업,2005-05-30,서울특별시 영등포구 대림동 743-9번지,페리카나,한식,19.24
2014-08-12,폐업,2019-01-15,"서울특별시 양천구 목동 515-12번지 1,2층",목2동점굽네치킨,호프/통닭,428.93
1995-04-13,폐업,2016-06-13,서울특별시 송파구 방이동 178-4번지,교촌치킨 방이2호점,정종/대포집/소주방,36.38
2006-04-07,폐업,2007-12-17,서울특별시 서대문구 북아현동 3-104번지 (지상1층),시장피자 굽네치킨,통닭(치킨),33.8
1968-08-01,폐업,2005-09-15,서울특별시 중구 신당동 199-9번지 103호,교촌치킨,통닭(치킨),23.68
1991-02-07,폐업,1992-05-13,서울특별시 양천구 신정동 118-7번지,페리카나치킨,분식,20.65
1995-02-14,폐업,2011-12-08,서울특별시 송파구 석촌동 272-11번지,교촌치킨석촌1호점,한식,34.56
1993-04-28,폐업,1996-09-11,서울특별시 종로구 무악동 46-726번지,페리카나치킨,분식,12.88
1991-04-11,폐업,1994-06-29,서울특별시 종로구 평창동 300-1번지,페리카나치킨,정종/대포집/소주방,19.43
2003-06-30,폐업,2021-11-11,서울특별시 은평구 갈현동 430-10 1층,네네치킨 갈현점,통닭(치킨),30.2
1981-07-08,폐업,2022-12-22,서울특별시 은평구 응암동 72-2 1층,페리카나,통닭(치킨),18.06
1997-07-15,폐업,2015-06-25,서울특별시 용산구 이촌동 203-2번지 (지상1층),페리카나,한식,35.0
2010-03-09,폐업,2019-03-20,경기도 파주시 광탄면 신산리 155-3번지 1동 1층,네네치킨광탄점,통닭(치킨),79.1
1990-03-06,폐업,2014-10-30,경기도 용인시 처인구 양지면 양지리 473-2번지,페리카나 치킨,통닭(치킨),33.15
2007-08-13,폐업,2014-03-11,경기도 용인시 기흥구 동백동 619-5번지 1층,굽네치킨동백점,통닭(치킨),66.97
1990-11-02,폐업,2006-03-16,경기도 의정부시 의정부동 370-1번지 지상1층,삼동페리카나본점,분식,29.44
1998-10-19,폐업,2012-01-20,경기도 안양시 동안구 호계동 1002-17번지,페리카나치킨,통닭(치킨),39.23
2004-10-26,폐업,2022-11-29,경기도 의정부시 가능동 697-39 지상1층,자담치킨&호프 cafe,호프/통닭,25.6
1994-10-07,폐업,2012-01-26,경기도 안양시 만안구 안양동 138-1번지 지상1층,페리카나,통닭(치킨),30.21
2006-06-14,폐업,2014-05-23,경기도 용인시 기흥구 중동 1041번지 초당마을 주공아파트 상가동 101호,페리카나,통닭(치킨),31.5
2004-08-25,폐업,2021-03-23,경기도 용인시 처인구 역북동 425-6,페리카나치킨,통닭(치킨),32.25
2004-08-11,폐업,2020-05-04,경기도 용인시 수지구 신봉동 50-2번지 외 4필지 골든프라자 106호,굽네치킨 신봉점,호프/통닭,52.0
2002-12-26,폐업,2014-03-13,경기도 용인시 수지구 성복동 90번지 성동마을 엘지빌리지2차 분산상가동103호,교촌치킨성복점,통닭(치킨),28.9
