인허가일자,폐업일자,상세영업상태명,소재지전체주소,사업장명
2020-04-14,,영업중,경기도 안양시 만안구 안양동 1389-3번지 덕천디스퀘어 404호,아루카PT
2020-06-09,,영업중,인천광역시 중구 운서동 2790-2번지 B1호,팀스카이
2020-04-29,,영업중,"경기도 용인시 처인구 포곡읍 둔전리 139-10 A동 301호, B동 301호(일부)",팀베스트 휘트니스 센터
2020-06-23,,영업중,대구광역시 수성구 상동 107-4,하나헬스
2020-06-10,,영업중,충청북도 충주시 호암동 1205,세븐짐 2호점
2020-06-19,,영업중,경기도 김포시 구래동 6885-2번지,구래피티샵
2020-06-23,,영업중,경상북도 칠곡군 북삼읍 인평리 1082-6번지,북삼헬스
2020-06-22,,영업중,대구광역시 달성군 다사읍 세천리 1689-3,앙코르라구나
2020-06-22,,영업중,경상남도 거제시 옥포동 535-26 해수빌딩,조 짐(Jo gym) 옥포점
2020-06-23,,영업중,경기도 광주시 오포읍 능평리 444번지,라이프 플러스
2020-06-18,,영업중,경기도 양주시 옥정동 963-14번지,핏걸 옥정점
2020-06-22,,영업중,부산광역시 부산진구 당감동 109-4 금호그랜드타운,워너짐 가야
2021-10-18,,영업중,서울특별시 강남구 대치동 947-1,무드짐
2021-10-05,,영업중,충청북도 충주시 중앙탑면 용전리 664,제이짐 2호점
2021-10-05,,영업중,경기도 수원시 영통구 원천동 18-1 아록빌딩,마이짐
2021-10-12,,영업중,부산광역시 사하구 당리동 341-44,제로핏
2021-10-16,,영업중,경기도 용인시 기흥구 보라동 578-4 세진빌딩 3층,이루어짐
2021-10-18,,영업중,서울특별시 동대문구 장안동 433-6 혜성클리닉,"HEY, HONEY, WORKOUT!"
2021-10-18,,영업중,서울특별시 금천구 시흥동 863-46,택짐피티샵
2021-10-15,,영업중,경기도 파주시 목동동 945-1,코지 바디업 피트니스
2021-10-15,,영업중,경기도 안산시 상록구 이동 716-8 코로스프라자,여성전용피트니스 단미
2021-10-03,,영업중,서울특별시 강동구 둔촌동 518-4 하이랜드빌딩,디 에이펙스(THE APEX)
2021-10-07,,영업중,경상북도 포항시 남구 효자동 580 대륙빌딩 2층,(주)운동하는 사람들 비엘짐
2021-10-07,,영업중,서울특별시 성북구 동선동1가 1-2 유타,유타짐
2021-10-07,,영업중,서울특별시 동대문구 장안동 369-1,조피티짐
2021-10-07,,영업중,대전광역시 동구 판암동 300-6,탑핏 피티스튜디오
2021-10-07,,영업중,서울특별시 강남구 역삼동 830-11,하이라이트핏(HILIGHT FIT)
2021-10-12,,영업중,광주광역시 북구 일곡동 907-1,또옴
2021-10-05,,영업중,부산광역시 부산진구 개금동 527-189,아돌프피트니스
2021-10-05,,영업중,부산광역시 부산진구 부전동 520-14,크로스핏 라이언짐
2021-10-12,,영업중,서울특별시 강동구 상일동 259 유원DH,투짐(TWO GYM)
2021-10-15,,영업중,부산광역시 남구 대연동 1349-12,크로스핏 원 대연점
2021-10-15,,영업중,서울특별시 용산구 한강로3가 63-70,센트럴짐
2021-10-14,,영업중,서울특별시 강서구 마곡동 801,(주)팬텀짐
2021-10-05,,영업중,경기도 안산시 상록구 월피동 442-8,허기짐(HUGGI GYM)
2021-10-15,,영업중,경상남도 김해시 외동 1261-9 한국아파트 상가,명랑클럽
2021-10-15,,영업중,경상북도 경산시 정평동 130-18,알밤바디(ALBAM BODY)
2021-10-15,,영업중,경기도 화성시 반송동 104-5 광장타워,사운드짐
2021-10-01,,영업중,제주특별자치도 서귀포시 대정읍 하모리 2126-6,제이핏
2021-10-01,,영업중,광주광역시 광산구 운남동 785-4 덕암빌딩 5층,24시 달팽이헬스 PT
2021-10-01,,영업중,충청북도 청주시 흥덕구 봉명동 795 IJ FOCUS,카모짐
2021-10-12,,영업중,대구광역시 달서구 월성동 1852 월성동 이래타워 키즈,CROWN GYM(크라운 짐)
2021-10-18,,영업중,부산광역시 부산진구 초읍동 291-19,HAP피트니스
2021-10-18,,영업중,광주광역시 서구 동천동 618,오름 PT
2021-10-07,,영업중,경기도 김포시 구래동 6884-8 김포센트럴프라자,헬스플러스 구래2호점
2021-10-07,,영업중,부산광역시 해운대구 반여동 1206-1 네오플라자 402호,라이프 피트니스
2021-10-07,,영업중,서울특별시 관악구 봉천동 947-1 지하1층,메이크타임PT
2021-10-07,,영업중,광주광역시 북구 중흥동 261-11 2층,HOLD GYM
2021-10-05,,영업중,인천광역시 중구 중산동 1883-2,팀혁짐
2021-10-15,,영업중,부산광역시 기장군 정관읍 매학리 713-1 정관타워 703호,버킷바디짐
2021-10-15,,영업중,인천광역시 부평구 부평동 203-6,PT의 정석 운동재활센터
2021-10-07,,영업중,인천광역시 미추홀구 용현동 665-14 드림빌딩,바디와이짐
2021-11-02,,영업중,인천광역시 남동구 만수동 1118-2,엑스포스짐
2021-11-02,,영업중,제주특별자치도 제주시 노형동 3792-12,피너클 휘트니스
2021-11-02,,영업중,제주특별자치도 제주시 도련일동 1992-2,애니타임피트니스 제주삼화점
2021-10-07,,영업중,경기도 안산시 단원구 고잔동 769-1 네오빌딩 403호,안산피티 맥스짐
2021-10-01,,영업중,대구광역시 수성구 두산동 119-1,트라이핏
2021-10-25,,영업중,세종특별자치시 나성동 739 세진팰리스 203호,Awareness move
2021-11-09,,영업중,경기도 시흥시 장곡동 820-3 부석프라자,BAO FIT PT STUDIO
2021-11-30,,영업중,경기도 안양시 동안구 관양동 1746 금강스마트빌딩,평촌메디핏
2021-10-29,,영업중,인천광역시 남동구 논현동 632-1 칼리오페,조은운동
2021-10-13,,영업중,경기도 광주시 장지동 690-12,바디핏 PT 스튜디오
2021-10-13,,영업중,대전광역시 서구 둔산동 1088 더 팰리스,카발로 짐
2021-10-13,,영업중,대전광역시 서구 둔산동 1016,파프리카짐 둔산점
2021-11-19,,영업중,전라남도 여수시 문수동 265-35,여문휘트니스
2021-10-29,,영업중,부산광역시 연제구 연산동 582-60,P.T의 신
2021-10-25,,영업중,경기도 화성시 산척동 727-6,제이더블유짐
2021-10-13,,영업중,부산광역시 강서구 명지동 3603-2,미주핏
2021-10-13,,영업중,경상남도 진주시 칠암동 490-1,AJ스파&휘트니스
2021-10-13,,영업중,경상남도 창원시 마산회원구 합성동 267 마산시외버스터미널,페리아
2021-10-13,,영업중,서울특별시 동작구 상도1동 678 상도한의원,더 본짐
2021-11-29,,영업중,부산광역시 서구 토성동5가 16-2,지니 pt샵
2021-12-01,,영업중,경기도 평택시 동삭동 0,시그널휘트니스 동삭점 3층
2021-12-01,,영업중,경기도 평택시 동삭동 0,시그널휘트니스 동삭점 2층
2021-10-29,,영업중,인천광역시 중구 중산동 1885-8,갱스터짐
2021-10-29,,영업중,부산광역시 남구 대연동 53-8,하이브짐
2021-10-29,,영업중,부산광역시 남구 용호동 957-1 힐탑탑플레이스,빔스짐
2021-10-25,,영업중,경기도 성남시 분당구 정자동 169-1 삼성아데나팰리스아파트,BY TARA PT&PILATES
2021-10-25,,영업중,경상북도 포항시 남구 대잠동 469-12 현대빌딩 2층,안테나짐
2021-10-13,,영업중,충청남도 아산시 배방읍 북수리 1659,다짐휘트니스
2021-11-09,,영업중,인천광역시 부평구 삼산동 465-1 대덕리치아노 3층,핏24 삼산본점
2021-11-09,,영업중,경상남도 창원시 마산회원구 합성동 126-4 CGV,피트니스055 합성점
2021-10-28,,영업중,서울특별시 광진구 중곡동 161-41 3층,임스타핏
2021-10-29,,영업중,부산광역시 동래구 명륜동 528-4,위드짐
2021-10-25,,영업중,대전광역시 서구 탄방동 766,프라임 PT 탄방점
2021-11-29,,영업중,서울특별시 용산구 이태원동 34-158,NX Fitness(엔엑스 피트니스)
2021-12-01,,영업중,충청남도 예산군 예산읍 주교리 214-1 일성빌딩,스포렉스
2021-11-09,,영업중,서울특별시 용산구 한남동 31-10,맹그로브 짐
2021-10-25,,영업중,경기도 하남시 망월동 1081 효성헤링턴타워더퍼스트,르와짐 하남미사점
2021-11-29,,영업중,제주특별자치도 서귀포시 중문동 1737-7,덕짐
2021-11-29,,영업중,경기도 고양시 덕양구 신원동 626 호평PLAZA 501호,에이플러스짐 삼송신원점
2021-10-13,,영업중,부산광역시 연제구 연산동 1359-6,바비밸런스 연산점
2021-11-30,,영업중,서울특별시 서대문구 영천동 325,주 PT GYM
2021-11-25,,영업중,경기도 의정부시 민락동 821-1,SMBUM 휘트니스
2021-11-30,,영업중,경상북도 영천시 망정동 131,K.GYM
2021-11-09,,영업중,경기도 하남시 망월동 1079 우성르보아파크,에이앤프리햅
2021-11-09,,영업중,충청북도 충주시 연수동 660-8,디짐
2021-11-25,,영업중,충청북도 충주시 연수동 681-11,153피트니스&필라테스(온천점)
2021-11-29,,영업중,경기도 성남시 분당구 야탑동 366-3 서일빌딩,더바디핏PT 분당야탑2호점
2021-11-25,,영업중,경기도 수원시 팔달구 우만동 577-1 명진빌딩,샘솟아핏
2021-10-13,,영업중,경기도 화성시 반월동 66-9 명성프라자,Style D Gym
2021-11-03,,영업중,서울특별시 성동구 하왕십리동 1070 센트라스,릴리브짐
2021-10-26,,영업중,부산광역시 부산진구 전포동 690-4 현대타워,커스텀피트니스
2021-11-01,,영업중,경기도 화성시 반송동 86-4 위너스타,헬스더맥스
2021-11-03,,영업중,서울특별시 서대문구 연희동 78-37,운동하기 좋은날
2021-11-03,,영업중,서울특별시 성북구 안암동5가 146-7,닥터스트렝스
2021-11-03,,영업중,서울특별시 성북구 하월곡동 77-221 로만플라자,GYM-H
2021-10-14,,영업중,서울특별시 도봉구 방학동 718-7 이에스에이아파트,핏걸(방학점)
2021-11-01,,영업중,서울특별시 강동구 둔촌동 53 원경빌딩,피트니스온 둔촌점
2021-11-01,,영업중,세종특별자치시 보람동 755 네이버타워,길라잡이 체육관
2021-10-26,,영업중,경기도 성남시 중원구 여수동 617,크림슨 퍼포먼스
2021-10-26,,영업중,인천광역시 서구 원당동 1030-3 서영아너시티1차,오유짐
2021-11-01,,영업중,제주특별자치도 서귀포시 서귀동 8-1,문스짐
2021-11-01,,영업중,경기도 안산시 단원구 고잔동 772 일번지프라자 306호,무브먼트 PT 스튜디오
2021-11-01,,영업중,대구광역시 수성구 수성동1가 230 유성푸르나임,바디엔지니어스짐
2021-11-01,,영업중,경기도 하남시 망월동 1143-1 미사강변 오벨리스크,워터캐슬 찜질스파&피트니스
2021-10-26,,영업중,대전광역시 유성구 문지동 653-4 MJ타워,차짐＆슬릭부스트 문지캠프
2021-10-14,,영업중,서울특별시 성북구 안암동1가 105-6 삶과함께빌딩,바카티오PT 성북천점
2021-10-14,,영업중,경기도 화성시 남양읍 남양리 2257-5,VIP 퍼스널 트레이닝 2호점
2021-10-14,,영업중,경기도 화성시 새솔동 77-1,라우드짐
2021-11-03,,영업중,경기도 용인시 기흥구 동백동 598-1 지우프라자 B1층,업투 용인동백점
2021-10-26,,영업중,경기도 화성시 오산동 976-6,오늘도PT
2021-10-26,,영업중,제주특별자치도 제주시 노형동 1288-2,마인드휘트니스 노형오거리점
2021-10-26,,영업중,부산광역시 수영구 광안동 126-1 금강빌딩,휴바디 휘트니스 광안2호점
2021-10-26,,영업중,경기도 군포시 산본동 1060-1 하나로빌딩,리조트휘트니스 PT 군포산본점
2021-10-26,,영업중,울산광역시 울주군 온양읍 대안리 403-5,천휘트니스
2021-10-14,,영업중,대전광역시 서구 관저동 1643 건양대학교병원,건양대학병원 메디컬 휘트니스센터
2021-10-14,,영업중,경기도 평택시 용이동 684-3,미다스짐 헬스
2021-11-17,,영업중,부산광역시 해운대구 재송동 1209 센텀아이에스타워 B102호,위드 피트니스
2021-10-06,,영업중,경기도 하남시 망월동 1096-2 우성르보아리버,IIN PT STUDIO(아이인 피티 스튜디오)
2021-11-17,,영업중,제주특별자치도 제주시 노형동 920-14,커스텀짐(CUSTOMGYM)
2021-11-17,,영업중,서울특별시 강서구 화곡동 775-3,바로온 피티&필라테스
2021-11-17,,영업중,서울특별시 강서구 화곡동 1026-5 상광빌딩,새로고침 PT
2021-10-06,,영업중,경기도 수원시 장안구 송죽동 504-4,비타민휘트니스 북수원점
2021-10-06,,영업중,경기도 수원시 권선구 금곡동 1118-1 세종타운721,HM Pilafit
2021-11-17,,영업중,대구광역시 달서구 성당동 728-4 달서시영아파트,옐로우짐 프리미엄
2021-11-17,,영업중,경상북도 포항시 북구 장성동 1556-9,조아짐
2021-10-20,,영업중,서울특별시 동작구 상도동 187-1,이콩고
2021-10-20,,영업중,제주특별자치도 제주시 노형동 1069-12,트레이닝 리까
2021-10-20,,영업중,경상남도 진주시 신안동 447-1,리턴핏 교대점
2021-10-20,,영업중,경상남도 진주시 상평동 275-81,Higher LAB(하이어랩)
2021-12-01,,영업중,광주광역시 서구 풍암동 609-12,J.W GYM
2021-10-20,,영업중,경기도 하남시 망월동 1083-2 메디피아타워,보통의 운동(미사호수공원점)
2021-10-20,,영업중,경기도 하남시 신장동 581-1,미커넥트 1인 PT샵
2021-10-06,,영업중,경기도 용인시 수지구 성복동 70-1 데이파크,모티브짐
2021-10-06,,영업중,서울특별시 금천구 독산동 1150 금천 롯데캐슬 골드파크 2차,오운스테이지
2021-10-06,,영업중,서울특별시 중랑구 상봉동 115-61 주함해븐타워,에이블짐 상봉역점
2021-10-20,,영업중,부산광역시 동래구 사직동 47-26,베네핏
2021-11-26,,영업중,서울특별시 강동구 고덕동 688 래미안힐스테이트고덕,리빌드 바디
2021-11-26,,영업중,울산광역시 북구 신천동 30,온앤온 피티스튜디오
2021-10-20,,영업중,대구광역시 달서구 대천동 483-4,하이파이브짐
2021-11-26,,영업중,경상남도 진주시 신안동 27-13 남도레포츠타운,이룸피트니스&스쿼시
2021-11-26,,영업중,인천광역시 미추홀구 도화동 997-4,원스텝 짐
2021-11-30,,영업중,"서울특별시 강서구 마곡동 797-7 퀸즈파크텐 317,8호",유핏
2021-11-17,,영업중,광주광역시 북구 신안동 478-5,하이볼트 짐
2021-11-26,,영업중,서울특별시 구로구 개봉동 126-9,팀엑스핏 고척
2021-07-13,,영업중,경기도 안양시 동안구 관양동 980-5,윈 짐(win gym)
2021-11-26,,영업중,전라남도 순천시 풍덕동 870-1 새마을금고,TAK stadium
2021-11-26,,영업중,경기도 안성시 옥산동 594-1,스포데이 휘트니스
2021-11-17,,영업중,전라남도 완도군 보길면 부황리 171-1,JH 피트니스
2021-10-06,,영업중,서울특별시 동대문구 전농동 124-12,에이치짐 PT
2021-10-06,,영업중,서울특별시 관악구 신림동 518-56 2층,유얼스짐PT 신대방역점
2021-11-17,,영업중,경기도 남양주시 호평동 642-3 ZENEW빌딩,바나다
2021-10-28,,영업중,경기도 용인시 수지구 풍덕천동 703 수지마을동보아파트,바디공작소
2021-10-28,,영업중,인천광역시 강화군 강화읍 남산리 216 하이마트,위너핏
