인허가일자,폐업일자,상세영업상태명,소재지전체주소,사업장명
2011-09-09,,영업중,"경기도 오산시 궐동 691-2 ,3번지",킹바디 짐
2011-12-19,,영업중,경기도 오산시 원동 806-4 수정빌딩 3층,W'GYM
2012-02-27,,영업중,경기도 오산시 금암동 516-4 P&P세교프라자 501호,크로우짐 오산세교본점
2012-03-13,,영업중,경기도 오산시 금암동 502-5 인피니트타워 4층 2호,GENIE GYM
2015-02-27,,영업중,경기도 오산시 원동 374-4 비전탑 지하1층 101호,건강해GYM
2015-03-14,,영업중,경기도 오산시 오산동 882-1 명신예식홀 2층,보스턴 피트니스
2016-05-17,,영업중,경기도 오산시 원동 763-21 오산시네마타운 4층,시네마 휘트니스
2016-07-04,,영업중,경기도 오산시 원동 813-5 중앙시티월3 801호,최건웅 트레이닝 센터
2017-01-16,,영업중,경기도 오산시 원동 391-1번지 패션 폴라리스,Lean Body PT Studio
2017-05-18,,영업중,경기도 오산시 원동 391-1 패션 폴라리스,더 센트럴 휘트니스
2008-05-07,,영업중,경기도 오산시 오산동 870-1 세명프라자 601호,하늘공원
2009-10-30,,영업중,경기도 오산시 원동 806-5 로얄프라자 301~3호,보스턴짐
2014-11-03,,영업중,경기도 하남시 덕풍동 459-8 지하1호,크로스핏 에이투에프 하남
2004-12-27,,영업중,경기도 양평군 용문면 다문리 332-3번지,용문 헬스
2010-02-11,,영업중,경기도 양평군 양서면 양수리 616-13번지 공동주택,바디휘트니스 GYM
2012-07-19,,영업중,경기도 양평군 양평읍 공흥리 755-5번지,썬휘트니스클럽
2013-08-30,,영업중,경기도 양평군 강하면 전수리 1235,블룸비스타호텔앤컨퍼런스(주) 휘트니스 센터
2016-11-23,,영업중,경기도 양평군 양평읍 공흥리 441-9번지,The 빠짐
2010-11-16,,영업중,경기도 하남시 감이동 260-1,캐슬렉스 이성대 체력단련장
2011-10-17,,영업중,경기도 하남시 신장동 524-2 5층,프리짐 휘트니스
2012-05-10,,영업중,경기도 하남시 신장동 415-44,하남신장점 스포애니 주)케이디스포츠
2003-04-22,,영업중,경기도 파주시 금촌동 331-8번지,용수헬스클럽
2003-04-22,,영업중,경기도 파주시 금촌동 959-11 대성프라자 5층,대성헬스
2017-09-05,,영업중,경기도 하남시 신장동 563-3,다짐
2018-02-13,,영업중,경기도 하남시 풍산동 504-3 미사베스트프라자 701호,CHA CHA GYM
2018-02-14,,영업중,경기도 하남시 덕풍동 831-1 현대지식산업센터 한강미사2차(25BL),퍼스트PT 하남미사점
2018-05-23,,영업중,경기도 하남시 망월동 1089번지 성산타워플러스 1001호,문스타휘트니스(미사점)
2018-07-20,,영업중,경기도 하남시 망월동 1093번지 경서타워,밀론부티크 미사
2013-09-16,,영업중,경기도 하남시 신장동 523-1 현대베스코아빌딩,인어스휘트니스 헬스PT&GDR골프 하남점
2004-09-13,,영업중,경기도 파주시 금촌동 253-5 골드시티프라자 505~507호,키스짐
2004-11-18,,영업중,경기도 양주시 만송동 246-20번지 A동1층,B.M헬스
2005-11-21,,영업중,경기도 양주시 덕계동 423-7번지,유마트휘트니스센타
2011-03-22,,영업중,경기도 양주시 고읍동 171-7번지,한미헬스클럽
2016-10-19,,영업중,경기도 양주시 삼숭동 685-1번지,휘트니스W 삼숭점
1994-03-11,,영업중,경기도 오산시 원동 762-34,월드헬스클럽
2012-10-10,,영업중,경기도 양주시 덕정동 208-2 양주그랑시떼빌딩,MS 휘트니스
2013-05-21,,영업중,경기도 양주시 광사동 656-7 마들프라자 701호,휘트니스 W 고읍점
2018-07-24,,영업중,경기도 오산시 수청동 617-6,자이언트 피트니스
2014-08-14,,영업중,경기도 양주시 고읍동 439-2,다올GYM
2015-04-17,,영업중,경기도 양주시 광사동 655-1번지 그린프라자 303호,커브스 고읍클럽
2016-03-30,,영업중,경기도 양주시 광사동 651-1,바벨짐
2016-08-18,,영업중,경기도 양주시 광적면 가납리 873번지,단(체력단련장업)
2014-04-11,,영업중,경기도 양주시 백석읍 복지리 295-1 2층,육체미 휘트니스
2007-08-01,,영업중,경기도 하남시 신장동 424-2 (2층),S라인 휘트니스 클럽
2009-04-17,,영업중,경기도 하남시 신장동 105-4 대명상가(지우제),타임짐 휘트니스
2010-04-08,,영업중,경기도 하남시 덕풍동 744-2 풍산캐슬빌딩,MOONSTAR FITNESS
2010-10-05,,영업중,경기도 하남시 신장동 523-4번지 대유빌딩 5층,커브스 신장클럽
2002-08-28,,영업중,경기도 오산시 오산동 925-5 월드타워 7층,빅토리짐
2002-10-17,,영업중,경기도 오산시 수청동 514-2,헬스매니아
2003-10-17,,영업중,경기도 오산시 오산동 268,주식회사 뉴진미선스포렉스
2004-12-09,,영업중,경기도 오산시 궐동 625-8 시카고빌딩 3~4층,시카고휘트니스센타
2005-08-26,,영업중,경기도 오산시 오산동 919-17 302호,리밸런스 휘트니스
2003-04-21,,영업중,경기도 파주시 금촌동 775-8,수정헬스클럽
2006-09-20,,영업중,경기도 오산시 갈곶동 259 3층 301호호,코리아헬스
2014-02-28,,영업중,경기도 오산시 궐동 612-1 대유프라자 3층,글로리 헬스
2005-10-17,,영업중,경기도 용인시 기흥구 구갈동 595-1 삼성타운 9층,써니휘트니스클럽
2012-03-05,,영업중,경기도 안양시 동안구 비산동 405-19 희성빌딩 401호,Fitness 169Rd
2013-06-28,,영업중,경기도 안양시 동안구 관양동 1505-29번지 신한데뷰 404-2호,바디멘토 5.0
2018-07-17,,영업중,경기도 용인시 기흥구 신갈동 714 센타프라자,BOSTON GYM
2014-09-12,,영업중,서울특별시 관악구 신림동 1514-5번지 지층,동방 짐
2014-11-07,,영업중,서울특별시 관악구 봉천동 1680-17 4층,파워존 낙성대점
2015-02-03,,영업중,서울특별시 관악구 봉천동 874-5 지하1층,얼티밋트레이닝 서울대점
2015-03-27,,영업중,서울특별시 관악구 신림동 242-2,PT DAY
2004-08-19,,영업중,서울특별시 관악구 봉천동 910-1,바디짐 휘트니스
2004-08-20,,영업중,서울특별시 관악구 신림동 96-3,월드짐 휘트니스
2004-08-24,,영업중,"서울특별시 관악구 신림동 1563-66 4,5층",레드우드 휘트니스
2006-12-05,,영업중,서울특별시 관악구 봉천동 862-1 13층,자마이카휘트니스
2003-05-07,,영업중,서울특별시 관악구 봉천동 1685-1,HERO GYM
2003-05-30,,영업중,서울특별시 관악구 신림동 1713-5번지,헬스119
2004-01-30,,영업중,서울특별시 관악구 봉천동 1717-3 대우푸르지오 상가 401호,주식회사 관악투엑스휘트니스
2006-02-09,,영업중,서울특별시 관악구 봉천동 1712 관악드림타운 주상가 3층,데일리짐&PT 봉천점
2007-11-26,,영업중,서울특별시 관악구 봉천동 1639-1,낙성대점 스포애니 주)케이디스포츠
2004-10-18,,영업중,서울특별시 관악구 남현동 1063-6 1층,교통문화교육원 헬스크럽
2006-07-06,,영업중,서울특별시 관악구 봉천동 972-5 보라매 샤르망 B1,보라매점 스포애니 주)케이디스포츠
2007-11-29,,영업중,서울특별시 관악구 봉천동 951-25 봉일프라자 4층,봉일스파랜드
2017-02-27,,영업중,서울특별시 강동구 천호동 25-6,크로스핏 지케이
2017-04-05,,영업중,서울특별시 강동구 암사동 515-17번지,차선생 body factory
1996-04-17,,영업중,서울특별시 도봉구 쌍문동 316-1 4층,J&S GYM
2009-07-06,,영업중,"서울특별시 관악구 신림동 614-19 6,7층",짐박스피트니스 난곡점
2009-07-09,,영업중,서울특별시 관악구 신림동 1641-90번지 401호,럭키헬스클럽
2016-10-04,,영업중,서울특별시 관악구 봉천동 37-35,SY GYM
2016-11-04,,영업중,서울특별시 관악구 봉천동 883-17,짐 인 더 하우스(Gym in the house)
1989-12-30,,영업중,서울특별시 강서구 화곡동 359-54번지,백제헬스크럽
2001-06-15,,영업중,서울특별시 관악구 신림동 527-3 3층,에스엠 휘트니스
2016-12-07,,영업중,서울특별시 관악구 봉천동 1567-8 지하1층,플렉스짐
2017-01-02,,영업중,서울특별시 관악구 신림동 1641-40번지 2층,The Gym : 魂 (더 짐 : 혼)
2017-01-23,,영업중,서울특별시 관악구 봉천동 1000 2층,제임스짐
2005-12-06,,영업중,서울특별시 도봉구 창동 632-61,벙커짐
2016-06-09,,영업중,서울특별시 도봉구 쌍문동 656번지,크로스핏 얼티메이트
2002-01-15,,영업중,서울특별시 구로구 구로동 585-5,온리유휘트니스
2018-05-01,,영업중,서울특별시 구로구 고척동 194-1번지 3층,LIGHT FIT
2018-05-30,,영업중,서울특별시 구로구 온수동 54-2 온수빌딩 4층,채워짐
2017-06-13,,영업중,서울특별시 관악구 봉천동 496-6,커브스 봉천클럽
2017-09-04,,영업중,"서울특별시 관악구 신림동 1424-28 서원프라자, 태영아파트",파운드짐 헬스&PT 신림역점
2017-12-05,,영업중,서울특별시 관악구 신림동 1421-4,고핏 퍼스널트레이닝
2018-03-12,,영업중,서울특별시 관악구 신림동 96-38번지 지하1층,동방헬스장
2004-11-02,,영업중,서울특별시 도봉구 쌍문동 261 센터빌딩 4층,지엘 핏
2018-06-12,,영업중,서울특별시 관악구 신림동 1641-76번지 3층,Him PT
2018-06-18,,영업중,서울특별시 관악구 봉천동 972-32 4층,로그짐 보라매점
2013-09-06,,영업중,서울특별시 강서구 등촌동 662-3 신송타워 지하1층 B1-01호~B1-03호,GTS Fitness
2009-10-20,,영업중,서울특별시 관악구 봉천동 1718 벽산블루밍아파트,에스짐 관악봉천점
2009-11-30,,영업중,서울특별시 관악구 봉천동 859-15,휘트니스피플 우먼 서울대점
1990-01-04,,영업중,서울특별시 도봉구 쌍문동 210 보성빌딩 5층,GYM90
2012-12-31,,영업중,서울특별시 강서구 화곡동 343-52번지 도양라비앙타워 B201호,렛츠런 24hour 휘트니스
2005-02-23,,영업중,서울특별시 강동구 성내동 430-12번지 601호,짱휘트니스
2013-01-07,,영업중,"서울특별시 강서구 마곡동 723-2 5층일부(504호), 6층",아크로짐 발산역점 24시 휘트니스
2010-01-12,,영업중,"서울특별시 관악구 신림동 1422-5 11층,12층",자마이카 짐
2010-01-14,,영업중,서울특별시 관악구 봉천동 856-1번지 지하1층,휘트니스에프엠
2010-06-04,,영업중,서울특별시 관악구 봉천동 1659-5번지 지2층,휘트니스 에프엠
2010-11-05,,영업중,서울특별시 관악구 봉천동 산 4-2번지 900동 B2호,서울대학교 Double S Fitness
2011-04-04,,영업중,"서울특별시 관악구 봉천동 927-21 주원빌딩 7층, 8층",더 스페셜 짐
2011-10-20,,영업중,"서울특별시 관악구 봉천동 874-9 백광빌딩 지하1,2층",운동친구
2011-10-31,,영업중,서울특별시 관악구 신림동 1738 파로스프라자,CMB피트니스
2015-08-06,,영업중,서울특별시 관악구 남현동 1061-18 르메이에르강남타운2 B301호,스포짐
2017-12-15,,영업중,서울특별시 구로구 개봉동 403-65,렉시짐
2017-12-29,,영업중,서울특별시 구로구 구로동 222-14 에이스하이엔드타워2차 304호,PK GYM
2016-02-15,,영업중,서울특별시 동대문구 전농동 42-82번지,와치 휘트니스
2016-03-22,,영업중,서울특별시 동대문구 장안동 361-1번지,New Body Gym
2012-01-13,,영업중,서울특별시 구로구 구로동 197-48 에이스테크노타워Ⅲ,(주)인스타짐 구로디지털단지역점
2006-10-31,,영업중,서울특별시 도봉구 창동 347-4 주공3단지내 상가 지1,루이 짐
2015-09-09,,영업중,서울특별시 관악구 봉천동 937-15 지하 1층,은천점 스포애니 주)케이디스포츠
2015-11-06,,영업중,서울특별시 관악구 신림동 1432-73,휘트니스피플 신림점
2015-12-07,,영업중,서울특별시 관악구 봉천동 949-20,쿠타(본점)
2015-12-17,,영업중,서울특별시 관악구 봉천동 863-2 3층,제임스킬짐PT 서울대입구점
2016-02-05,,영업중,서울특별시 관악구 신림동 1474-14,크로스핏 리치 난곡점
2016-08-24,,영업중,서울특별시 관악구 봉천동 862-10 301호,JS GYM
2016-09-26,,영업중,서울특별시 관악구 신림동 1544번지,곰짐(Gom Gym)
2006-12-13,,영업중,서울특별시 도봉구 방학동 695-8번지,Fitness Tok
2017-04-07,,영업중,서울특별시 도봉구 창동 578-142번지,슈퍼스타S 휘트니스
2016-04-07,,영업중,서울특별시 동대문구 용두동 27-21,에이짐(A GYM)
2002-08-19,,영업중,서울특별시 강남구 대치동 912-10번지,TABFIT
2003-03-15,,영업중,서울특별시 강남구 대치동 961번지 창진빌딩 7층,한마음(125)
2003-06-09,,영업중,서울특별시 강남구 역삼동 831번지 한국빌딩 지하2층,상아(129)
2011-10-12,,영업중,서울특별시 강남구 삼성동 140-3번지 대림아크로텔 B201,클럽케이 서울 휘트니스
1997-04-01,,영업중,서울특별시 강남구 대치동 511번지,미도헬스클럽(55)
2002-06-30,,영업중,서울특별시 구로구 개봉동 403-22,클래스짐
2014-01-16,,영업중,서울특별시 강서구 가양동 1498 강서한강자이타워 A213-4,스포짐 가양점
2005-07-29,,영업중,서울특별시 도봉구 방학동 718-6번지 메인프라자 7층,비타민헬스클럽
2012-03-30,,영업중,"서울특별시 강남구 대치동 1022-2번지 402,502",휘트니스클럽 36.5(288)
2005-02-19,,영업중,서울특별시 강남구 논현동 228-4번지,잭스 피트니스
2005-03-10,,영업중,서울특별시 강남구 역삼동 736-24 엘지 에클라트 지하 1층,제이원 휘트니스
2013-01-21,,영업중,서울특별시 강동구 성내동 550-1 성안빌딩 5층,주식회사 더랩스피트니스 강동구청점
2017-11-10,,영업중,"서울특별시 강서구 마곡동 772-5번지 리더스퀘어마곡 403,409,502,503,509,510",휘트니스 팜 마곡센터
2005-09-21,,영업중,서울특별시 도봉구 쌍문동 358 동주빌딩 지하1,스마일보이짐 쌍문점
2017-07-03,,영업중,서울특별시 강동구 길동 367-4번지,스포애니 길동역점
2012-06-01,,영업중,서울특별시 구로구 구로동 106-6 케이티텔레캅빌딩 지하2층,함서Gym 휘트니스
2017-08-16,,영업중,"서울특별시 강서구 마곡동 768-2번지 동익드미라벨복합빌딩 801,836호",이재규 스포츠 재활
2012-09-27,,영업중,서울특별시 강동구 암사동 503-23 태성빌딩 지하1층,에이블짐 암사역점
2016-05-17,,영업중,서울특별시 동대문구 휘경동 192-5,크로스핏 리스펙
2013-08-06,,영업중,서울특별시 강남구 대치동 1024번지 지하1층,(주)케이에스 스포짐컴퍼니
1999-04-09,,영업중,서울특별시 강남구 신사동 614-2번지,유성 스포츠센터
2018-01-02,,영업중,서울특별시 강남구 논현동 237-8번지 윤원빌딩,바디랑 필라테스 스튜디오
2018-06-29,,영업중,"서울특별시 구로구 신도림동 642 신도림대림1,2차아파트 대림2차 상가동 2층호",피투사 FIT USA 신도림점 여성전용
2016-02-16,,영업중,서울특별시 도봉구 쌍문동 380-28,S gym
2016-03-31,,영업중,서울특별시 도봉구 방학동 680-25,건강해GYM
2013-12-09,,영업중,서울특별시 강남구 신사동 612-1번지 지하1층,크로스핏 압구정(344)
2013-09-09,,영업중,서울특별시 강남구 청담동 6-2번지 201호,에이디스짐(337)
2013-10-10,,영업중,서울특별시 강남구 삼성동 107 미켈란 107 지하2층,(주)인어스휘트니스
2016-11-30,,영업중,서울특별시 강남구 역삼동 616-4번지,핏엔젤1호
2016-11-30,,영업중,서울특별시 강남구 역삼동 786-24번지,참짐(475)
2012-08-28,,영업중,서울특별시 강남구 신사동 642-20,BNB 퍼스널 트레이닝 스튜디오
2012-09-05,,영업중,서울특별시 강남구 개포동 1197-2 5층,멤버쉽 휘트니스 플레이 바이 어스
2018-01-12,,영업중,서울특별시 강남구 삼성동 151-20번지,마음가짐
2018-02-07,,영업중,서울특별시 강남구 신사동 663-17번지 압구정빌딩,BM
2018-02-07,,영업중,서울특별시 강남구 신사동 608-13 성우 에이치,나아짐
2013-12-09,,영업중,서울특별시 강남구 청담동 119-1번지 3층,린 필라테스 앤 엑서프리(343)
2012-09-17,,영업중,서울특별시 강남구 대치동 500번지 그랑프리엔상가 301호,라인에 반하다(305)
2016-02-22,,영업중,서울특별시 강남구 도곡동 467-24 우성캐릭터119 129호,맥스 퍼스널 트레이닝&테라피 스튜디오(440)
2016-03-03,,영업중,서울특별시 강남구 도곡동 942-1번지 B2층 중 일부,핏 투 핏
2016-03-22,,영업중,서울특별시 강남구 삼성동 21-1 지하1층,브이엠휘트니스 삼성점
2016-04-11,,영업중,서울특별시 강남구 논현동 111-13 B2,휘트니스 M
2004-11-02,,영업중,서울특별시 강서구 가양동 190번지 3층,가양스포츠클럽
2017-01-16,,영업중,서울특별시 강남구 역삼동 738-28,서울시티크루
2017-01-26,,영업중,서울특별시 강남구 신사동 659-13번지,WAGAGYM 압구정점
2004-04-19,,영업중,서울특별시 강남구 논현동 87-5 지상2층,B&B(143)
2016-04-11,,영업중,서울특별시 강남구 청담동 4-1번지 3층 일부,(의)성광의료재단 차움의원(444)
2016-05-13,,영업중,서울특별시 강남구 대치동 961 B1층,엠엔휘트니스 3호점(447)
2014-02-07,,영업중,서울특별시 강남구 대치동 898번지,크로스핏 강남(352)
2018-05-03,,영업중,서울특별시 강남구 논현동 254-17번지 영광빌딩,힙업학원
2014-02-20,,영업중,서울특별시 강남구 청담동 134-20번지 205호,성피티짐[SungPT Gym](354)
2014-02-26,,영업중,서울특별시 강남구 도곡동 467-19번지 현대비전21 307호,Ace private gym(355)
2016-01-28,,영업중,서울특별시 강남구 청담동 76-5 B1~B2층,엠엔휘트니스 2호점(436)
2016-01-29,,영업중,서울특별시 강남구 청담동 52-1번지,휘트니스모션
2016-02-04,,영업중,"서울특별시 강남구 도곡동 467-19번지 406-1호,407-2호",바름PT
2013-02-07,,영업중,"서울특별시 강서구 화곡동 343-1번지 동진빌딩 B2, 2층동",JY FITNESS
2017-07-27,,영업중,서울특별시 강서구 마곡동 757-5번지 안강프라이빗타워 310~311호,라이트핏
2014-03-31,,영업중,서울특별시 강서구 화곡동 778-15,바디앤짐
2005-11-18,,영업중,서울특별시 강동구 둔촌동 89 현대4차아파트상가3층,스타헬스
2017-08-31,,영업중,서울특별시 강서구 마곡동 760번지 마곡나루역보타닉푸르지오시티 215~217호,리썸바디 필라니스
2014-03-04,,영업중,서울특별시 강남구 청담동 6-9번지,닥터피티
2014-03-05,,영업중,서울특별시 강남구 청담동 125-14번지 지하1층,페인스톰 청담(358)
2017-02-09,,영업중,서울특별시 강남구 역삼동 707-18번지,코어짐(Core Gym)
2017-02-24,,영업중,서울특별시 강남구 대치동 921-5번지,라비아 피트니스
2017-02-27,,영업중,서울특별시 강남구 신사동 572-2번지,모모스크린골프
2017-12-27,,영업중,서울특별시 강남구 역삼동 736-6 현익빌딩,역삼역점 스포애니 (주)케이디스포츠
2001-05-07,,영업중,서울특별시 구로구 개봉동 108-16 3층,워너비짐
2012-04-18,,영업중,서울특별시 구로구 구로동 110-1 희훈타워빌 지하3층동 301호,붐파크휘트니스
2018-06-25,,영업중,서울특별시 강동구 성내동 428-5번지 오스카 상가 3층,엘리트짐
1999-10-27,,영업중,서울특별시 강남구 일원동 615,우성스포츠센터
2005-01-03,,영업중,서울특별시 강남구 논현동 268-4 B1,바디핏 휘트니스
2018-02-20,,영업중,서울특별시 구로구 구로동 642-9 구로한신아파트,STAY GYM
2000-08-16,,영업중,서울특별시 강동구 암사동 501-4 동양덱스빌상가 405동 401호,암사점 스포애니 (주)케이디스포츠
2004-03-25,,영업중,서울특별시 강서구 방화동 606-36번지 용환빌딩 4층 401호,솔 휘트니스 ＆ 스포츠크리닉
2016-11-07,,영업중,서울특별시 동대문구 청량리동 249,H-GYM 투
2017-01-02,,영업중,서울특별시 동대문구 청량리동 710,더블에스 휘트니스
2004-08-17,,영업중,서울특별시 강남구 개포동 186-1번지 지상6층,짐어스
2016-06-22,,영업중,서울특별시 강남구 역삼동 837번지 지하2층,피트니스 에비뉴[Fitness Avenue](454)
2016-06-29,,영업중,서울특별시 강남구 신사동 644-22번지 3층,바디바이블(455)
2016-12-20,,영업중,서울특별시 강남구 역삼동 799-21번지,SMFIT운동센터(479)
2004-04-09,,영업중,서울특별시 강서구 등촌동 672번지 2층,스카이 토탈 휘트니스 센타
2016-10-28,,영업중,서울특별시 강남구 역삼동 699-28번지,NY GYM
2005-05-20,,영업중,서울특별시 강동구 성내동 429-8 (3층),휘트니스 존
2013-10-07,,영업중,서울특별시 강서구 가양동 1475번지 강변아파트관리사무동 2층동,가양헬스클럽
2017-06-27,,영업중,"서울특별시 강서구 화곡동 836-1번지 2층, 3층 일부호",에코짐
2012-04-17,,영업중,서울특별시 강동구 성내동 429-3,커브스 둔촌클럽
2017-01-05,,영업중,서울특별시 강남구 삼성동 142-3번지,에클라트 휘트니스(484)
2016-11-23,,영업중,서울특별시 강남구 청담동 100-2번지,스타짐23
2016-11-25,,영업중,서울특별시 강남구 대치동 932-2번지,ONE TO ONE GYM(473)
2016-01-07,,영업중,서울특별시 강남구 논현동 201-13번지 지하1층 일부호,K.P.T(432)
2013-02-25,,영업중,서울특별시 강동구 강일동 679 중앙프라자 10층,카인드짐 24시 휘트니스&스쿼시
2017-10-24,,영업중,서울특별시 강동구 성내동 244번지,펄스짐
2017-02-08,,영업중,서울특별시 강남구 대치동 996-14번지,크로스핏 강남 삼성
2006-04-13,,영업중,서울특별시 도봉구 방학동 687-46번지,초이스 짐
2003-11-04,,영업중,서울특별시 강서구 가양동 1480-8번지 6층,마이짐
1998-05-13,,영업중,서울특별시 강남구 역삼동 825-15번지 지하3층,미진휘트니스(64)
2004-04-30,,영업중,"서울특별시 강서구 가양동 1488번지 가양프라자 205호, 206호",해피 휘트니스 클럽
2004-06-22,,영업중,서울특별시 강서구 화곡동 1032-17번지 3층,라이프 휘트니스
2006-06-19,,영업중,서울특별시 도봉구 방학동 660-50 덕산빌딩,비타민플러스휘트니스
2017-03-20,,영업중,서울특별시 강남구 삼성동 48-13번지 4층,바디랩
2017-04-06,,영업중,서울특별시 강남구 삼성동 140-28번지,보리스 짐
2017-04-07,,영업중,서울특별시 강남구 역삼동 694-35 에본빌딩,킬러짐
2017-04-10,,영업중,서울특별시 강남구 청담동 120-13번지,핏플로우 짐
2009-10-01,,영업중,서울특별시 강남구 신사동 550-1 원영빌딩,JP Station
2009-02-03,,영업중,서울특별시 강남구 논현동 50-1번지 논현빌딩,GOTO 논현
2010-01-11,,영업중,서울특별시 강남구 역삼동 797-22 (B1),화이트짐
2001-04-03,,영업중,서울특별시 강남구 논현동 221-5번지,엠투헬스클럽(70)
2001-06-27,,영업중,서울특별시 강남구 역삼동 765-2,웰씨짐 휘트니스
2001-07-25,,영업중,서울특별시 강남구 삼성동 159-9번지 도심공항타워 지하2층,제임스짐(100)
2017-09-01,,영업중,서울특별시 강남구 논현동 181-12,골든바디(넘버원)
2017-09-18,,영업중,서울특별시 강남구 논현동 60-12번지,GYM HOLEEDAY
2017-09-20,,영업중,서울특별시 강남구 논현동 206-14,아트지짐
2017-11-06,,영업중,서울특별시 강남구 신사동 638-5번지 고려빌딩,TEAM ANSWER PT SHOP
2017-11-24,,영업중,서울특별시 강남구 논현동 201-16번지 지하1층,더바른몸
2017-12-27,,영업중,서울특별시 강남구 수서동 724번지 로즈데일오피스텔,짐퍼스트 휘트니스 수서
1991-08-21,,영업중,서울특별시 강서구 화곡동 110-65 외2필지 3층,헬스와 필라테스 화곡점
2016-10-24,,영업중,서울특별시 동대문구 답십리동 495-1번지,시티짐 퍼플
2017-05-11,,영업중,서울특별시 강서구 화곡동 340-104번지 2층,ML GYM
2012-02-29,,영업중,서울특별시 강동구 둔촌동 53 원경빌딩 지하1층,머슬킹 둔촌점
2017-06-07,,영업중,"서울특별시 강서구 마곡동 774번지 에스에이치빌딩 B101,B102호",아이언 바디
2014-01-08,,영업중,서울특별시 강남구 청담동 22-16번지 2층,바디스쿨(350)
2002-05-20,,영업중,서울특별시 강남구 대치동 995-25번지,광혜헬스스포츠센타(111)
2002-06-21,,영업중,서울특별시 강남구 역삼동 837-11번지 유니온빌딩 지하2층,휘슬러휘트니스(112)
2003-01-07,,영업중,서울특별시 강남구 개포동 1229-5번지,알통맨 휘트니스크럽(119)
2011-02-25,,영업중,서울특별시 강남구 청담동 84번지 4층,PT하우스(253)
2012-04-10,,영업중,서울특별시 강동구 길동 391-3번지 서원빌딩4층,커브스 길동클럽
2009-03-23,,영업중,서울특별시 강남구 논현동 112-14번지,크라운육체미도장(88)
2009-05-08,,영업중,서울특별시 강남구 역삼동 702-19 지층,헬스보이짐 선릉점
2009-05-25,,영업중,서울특별시 강남구 역삼동 737번지 강남파이낸스센터 지층,엑슬휘트니스(203)
2018-05-17,,영업중,서울특별시 강남구 청담동 34-6,크라크라짐
2018-05-23,,영업중,서울특별시 강남구 대치동 986-4번지,모건필라테스&PT
2012-01-31,,영업중,서울특별시 강남구 청담동 132-3번지 204호,헤세드(274)
2012-02-03,,영업중,서울특별시 강남구 신사동 628-23 6층,골든핏 프라이빗 짐(275)
2012-02-05,,영업중,서울특별시 강남구 청담동 3-11번지 지하1층,(주)제이브로짐
2014-07-17,,영업중,서울특별시 강남구 역삼동 732-24번지 지하1층,피트니스 카디오(380)
2014-07-23,,영업중,서울특별시 강남구 논현동 59-8 지하1층,아크로짐 논현점
2012-10-15,,영업중,서울특별시 강남구 삼성동 16 힐스테이트1단지 상가 4층,짐퍼스트 청담
2018-06-12,,영업중,서울특별시 강남구 개포동 186-14번지 청우빌딩,윤형준 트레이닝센터
2018-06-15,,영업중,서울특별시 강남구 신사동 626-70번지 태경빌딩,운동장
2018-06-28,,영업중,서울특별시 강남구 역삼동 784-4 로즈1타워,투스타짐(2star gym)
2014-09-24,,영업중,서울특별시 강남구 역삼동 755번지 한솔필리아 2층 32호,더스타일짐[386]
2014-08-26,,영업중,서울특별시 강남구 삼성동 54-2번지 지하1층,GOTO 청담
2014-08-27,,영업중,서울특별시 강남구 신사동 638-13번지,바운싱휘트니스[385]
2014-09-29,,영업중,서울특별시 강남구 도곡동 942-2 세원빌딩,빌드업 운동센터
2016-05-31,,영업중,서울특별시 강남구 대치동 966-5 지하1층,에이원짐
2016-06-09,,영업중,"서울특별시 강남구 대치동 994-5번지 4,5층",주)애플짐 강남지점(452)
2018-07-20,,영업중,서울특별시 강남구 신사동 591번지 동양빌딩,식스 밸런스(SIX BALANCE)
2018-07-25,,영업중,서울특별시 강남구 대치동 891-28 대치동 우정에쉐르1,함스짐(HAMS GYM)2호점
2011-04-22,,영업중,서울특별시 강남구 역삼동 696-50 지하1층,JADE GYM
2011-05-06,,영업중,"서울특별시 강남구 삼성동 58번지 2,3층",에이 컵(A cub)
2015-12-21,,영업중,서울특별시 강남구 도곡동 544번지 지층 101호,정직한 PT&필라테스(430)
2010-11-08,,영업중,서울특별시 강남구 도곡동 467-12 군인공제회 지하1층,군인공제회관 M 스포렉스
2010-12-15,,영업중,서울특별시 강남구 청담동 3-20번지 2층,J.bro(242)
2014-10-01,,영업중,서울특별시 강남구 대치동 1021-3번지 덕산빌딩 지하1층,크로스핏 볼케이노[388]
2014-10-02,,영업중,서울특별시 강남구 역삼동 823-3번지 지하2층,짐 다운 GYM
2014-11-10,,영업중,서울특별시 강남구 삼성동 144-24 지하1층,테헤란로점 스포애니 (주)케이디스포츠
2011-06-16,,영업중,서울특별시 강남구 도곡동 957-11 스타클래스 지하2층,피트니스나인
2011-06-21,,영업중,"서울특별시 강남구 대치동 908-20번지 대치EM프라자 B101,B102,B201",애플짐 휘트니스(263)
2011-06-23,,영업중,서울특별시 강남구 삼성동 10-18 예우빌딩 3층,커브스 삼성클럽(264)
2011-07-07,,영업중,서울특별시 강남구 신사동 535-9번지 지하1층,더블케이짐
2011-01-14,,영업중,서울특별시 강남구 신사동 587번지 서울빌딩 3층,스타트레인(244)
2011-01-18,,영업중,서울특별시 강남구 대치동 1002 코스모타워 지하2층,스포테라
2011-01-18,,영업중,서울특별시 강남구 대치동 511번지 미도상가 202-2호,미도휘트니스(246)
